name,ra,dec,spect_type,vmag
HIP 21393,68.88779874,-30.56231049,G8III, 3.81
HIP 88635,271.4521859,-30.42365007,K0III, 2.98
HIP 38901,119.4171324,-30.33458703,A7III, 4.76
HIP 74857,229.457687,-30.14866233,K1II/III, 4.35
HIP 30122,95.07827982,-30.06337656,B2.5V, 3.02
HIP 93506,285.6530143,-29.88011429,A3IV, 2.60
HIP 85423,261.8386001,-29.86669942,F3III, 4.28
HIP 89931,275.2484234,-29.82803914,K3III, 2.72
HIP 76600,234.6641015,-29.77768935,B2.5V, 3.66
HIP 21248,68.3776229,-29.76583186,K0III, 4.49
HIP 113368,344.4117732,-29.62183701,A3V, 1.17
HIP 88567,271.2550938,-29.5800762,G0Ib/II, 4.66
HIP 42483,129.9270448,-29.56086189,G5III, 4.86
HIP 70753,217.0435139,-29.49157976,B7/B8V, 4.97
HIP 4577,14.65144118,-29.35746436,B7IIIp, 4.30
HIP 35904,111.023771,-29.30311979,B5Ia, 2.45
HIP 9677,31.12262534,-29.29683966,B9.5p (Si), 4.68
HIP 56280,173.0684061,-29.26137351,F8V, 4.93
HIP 78104,239.2211944,-29.21401221,B2IV/V, 3.87
HIP 14879,48.01783332,-28.98910623,F8V, 3.80
HIP 33579,104.6564445,-28.97208931,B2II, 1.50
HIP 37677,115.9519672,-28.9548352,A2Iab, 3.94
HIP 46026,140.8014014,-28.83392305,G8III, 4.71
HIP 79881,244.5746702,-28.61377598,A0V:, 4.80
HIP 88839,272.0206792,-28.45701627,K0IIICNpvar, 4.55
HIP 37648,115.8849819,-28.41095714,K5III, 4.63
HIP 36917,113.8455718,-28.36927798,B8V, 4.65
HIP 11918,38.4613017,-28.2323401,B9V, 4.96
HIP 81266,248.9706642,-28.21596156,B0V, 2.82
HIP 76470,234.2560775,-28.13507099,K3III, 3.60
HIP 117452,357.2311663,-28.1300148,A0V, 4.59
HIP 72571,222.5727779,-27.96021925,K3III, 4.42
HIP 33856,105.4297988,-27.93484165,K4III, 3.49
HIP 79404,243.0758822,-27.92631564,B2V, 4.58
HIP 35205,109.1458393,-27.88127313,M2III, 4.66
HIP 87072,266.8901128,-27.83076255,F7II, 4.53
HIP 47758,146.0505426,-27.76956287,A7V+..., 4.78
HIP 70306,215.7746157,-27.75373395,K3III, 4.78
HIP 43409,132.6333805,-27.71005869,K3III, 4.02
HIP 98688,300.6644137,-27.70987972,M4III, 4.43
HIP 43825,133.8813149,-27.68162589,A3IV, 4.87
HIP 93864,286.7351763,-27.66981416,K1/K2III, 3.32
HIP 51979,159.3074949,-27.41268661,M1III, 4.87
HIP 54204,166.3334693,-27.29359566,F3IV/V, 4.92
HIP 98162,299.2367704,-27.1698625,K3III, 4.54
HIP 111954,340.1638565,-27.0436148,B8V, 4.18
HIP 89678,274.5132831,-27.04263452,K3III, 4.66
HIP 92041,281.4139708,-26.9907794,B8.5III, 3.17
HIP 102978,312.9554008,-26.91912642,K4III, 4.12
HIP 37229,114.7078387,-26.8038924,B5IV, 3.80
HIP 35037,108.7027568,-26.77268601,B2IV/Ve, 4.01
HIP 68895,211.5927873,-26.68201883,K2III, 3.25
HIP 84405,258.838697,-26.60004896,K2:III:, 4.33
HIP 80763,247.351948,-26.43194608,M1Ib + B2.5V, 1.06
HIP 34444,107.0978585,-26.39320776,F8Ia, 1.83
HIP 34981,108.5634018,-26.35251617,B3III, 4.42
HIP 98066,298.959271,-26.29968718,G3/G5III, 4.70
HIP 92855,283.8163196,-26.29659428,B2.5V, 2.05
HIP 98353,299.7382347,-26.19582739,G8II/III, 4.84
HIP 78265,239.7130028,-26.1140428,B1V + B2V, 2.89
HIP 45902,140.3733284,-25.96541642,M0III, 4.71
HIP 38070,117.0215621,-25.93718054,B1IV:nne, 4.40
HIP 48559,148.5518273,-25.93248205,K2III, 4.87
HIP 78650,240.8361124,-25.86514891,K3III, 4.96
HIP 44824,137.0119052,-25.85853691,K4/K5III, 4.62
HIP 77635,237.7448068,-25.75123489,B1.5Vn, 4.63
HIP 80112,245.2971772,-25.59275259,B1III, 2.90
HIP 90496,276.9927896,-25.42124732,K1IIIb, 2.82
HIP 37173,114.5751975,-25.36478805,B8IV, 4.69
HIP 77840,238.403035,-25.32708018,B2.5Vn, 4.59
HIP 73714,226.0177579,-25.28185602,M3/M4III, 3.25
HIP 102485,311.5240255,-25.27051682,F5V, 4.13
HIP 94643,288.8849882,-25.25660677,K0/K1III+.., 4.86
HIP 80815,247.5519913,-25.11515935,B3V, 4.79
HIP 104234,316.7820227,-25.00574796,K5/M0III, 4.49
HIP 84970,260.5024337,-24.99948797,B2IV, 3.27
HIP 35415,109.6770328,-24.95438447,O9Ib, 4.37
HIP 96465,294.1766211,-24.88356664,B8/B9V, 4.59
HIP 38170,117.3235781,-24.85978401,G6Ia, 3.34
HIP 59199,182.1031361,-24.72877993,F0IV/V, 4.02
HIP 18216,58.42784574,-24.61221253,B5V, 4.64
HIP 35412,109.6682534,-24.55870761,O7f, 4.88
HIP 39757,121.886259,-24.30443677,F2mF5IIp, 2.83
HIP 33152,103.5331452,-24.18422296,K3Iab, 3.89
HIP 85340,261.5925724,-24.17502346,A3IV:m, 4.16
HIP 80079,245.1590976,-24.16928427,A4II/III, 4.55
HIP 18673,59.98115045,-24.01625677,Ap Si, 4.62
HIP 85755,262.8539619,-23.96258036,A0V, 4.78
HIP 47592,145.5611314,-23.91620867,G0V, 4.93
HIP 33977,105.7561399,-23.83330131,B3Ia, 3.02
HIP 76742,235.0704389,-23.81805841,K3III, 4.97
HIP 88116,269.9481531,-23.81601126,B9V, 4.74
HIP 114119,346.6700303,-23.7431168,G8III, 4.48
HIP 89153,272.9305333,-23.70116777,K0III, 4.96
HIP 14146,45.59830468,-23.62433613,A4V, 4.08
HIP 47522,145.3209415,-23.59152139,B5V, 4.76
HIP 80473,246.3963381,-23.44711764,B2V, 4.57
HIP 31125,97.96403433,-23.41843727,B1III, 4.34
HIP 61359,188.5968086,-23.39662306,G5II, 2.65
HIP 35210,109.153487,-23.31560155,K4III, 4.83
HIP 17651,56.71245432,-23.248438,F3/F5V, 4.22
HIP 64962,199.7302224,-23.17141246,G8III, 2.99
HIP 64166,197.2636792,-23.11797275,K0III, 4.94
HIP 36431,112.4642256,-23.02429924,A6Ib/II, 4.85
HIP 31416,98.76408302,-22.96483318,A0III, 4.54
HIP 38835,119.2148262,-22.88014849,F7/F8II, 4.20
HIP 54682,167.9145262,-22.82560642,A1V, 4.46
HIP 92761,283.542397,-22.7448202,K1II, 4.86
HIP 78401,240.0833823,-22.62162024,B0.2IV, 2.29
HIP 59316,182.5313577,-22.61979211,K2III, 3.02
HIP 9061,29.16732782,-22.52671153,K3III, 4.92
HIP 15382,49.59206509,-22.51114978,K0III, 4.86
HIP 114375,347.4786538,-22.45759248,A3IV:, 4.71
HIP 27072,86.11656241,-22.44748663,F7V, 3.59
HIP 105881,321.6667821,-22.41137838,G4Ibp..., 3.77
HIP 23685,76.36521705,-22.37085673,K4III, 3.19
HIP 46371,141.826239,-22.3434176,K1III, 4.72
HIP 36795,113.5133581,-22.29618077,F6V, 4.44
HIP 106039,322.1804835,-21.80716659,K0III, 4.50
HIP 15474,49.87904033,-21.7579421,M3/M4III, 3.70
HIP 93683,286.1705577,-21.74135451,K0III, 3.76
HIP 86736,265.857729,-21.68308566,F6/F7V, 4.86
HIP 16611,53.44686638,-21.63281597,B9V, 4.26
HIP 80975,248.0341108,-21.46647783,Ap, 4.45
HIP 24927,80.11213225,-21.23973932,A0V, 4.70
HIP 114341,347.3615088,-21.17248555,K1III, 3.68
HIP 84893,260.2508762,-21.11243499,F2/F3V, 4.39
HIP 93085,284.4324156,-21.10662433,G8/K0II/III, 3.52
HIP 9347,30.0009367,-21.07777193,K5/M0III, 3.99
HIP 89341,273.4408696,-21.05883031,B2III:, 3.84
HIP 94141,287.440974,-21.02352534,F2II/III, 2.88
HIP 13288,42.75977464,-21.0039789,K0III, 4.76
HIP 116247,353.3192713,-20.91452506,A0V, 4.70
HIP 27654,87.82980343,-20.87751376,G8III/IV, 3.76
HIP 78990,241.8512506,-20.8686541,G6/G8III, 4.31
HIP 25606,82.06135971,-20.75923214,G5II, 2.81
HIP 78933,241.701802,-20.66913479,B1V, 3.93
HIP 115669,351.511739,-20.64186122,K4III, 4.38
HIP 90289,276.3376481,-20.54160918,A1/A2V, 4.81
HIP 33092,103.3871273,-20.22426366,B1Ib, 4.82
HIP 33302,103.905829,-20.13659348,F2IV/V, 4.66
HIP 115438,350.7429228,-20.10034505,K0III, 3.96
HIP 23362,75.35649111,-20.05188078,B9V, 4.91
HIP 80343,246.025822,-20.03721137,K0III, 4.48
HIP 104019,316.1013526,-19.85493122,A5V, 4.82
HIP 78820,241.3593121,-19.80539286,B0.5V, 2.56
HIP 78821,241.3607302,-19.80184191,B2V, 4.90
HIP 74392,228.0554674,-19.79163143,Asp..., 4.54
HIP 97290,296.5909135,-19.76089482,K0III, 4.87
HIP 76880,235.4867445,-19.67857446,K5III, 4.75
HIP 21763,70.11039135,-19.67125686,M3/M4III, 4.32
HIP 106723,324.2700949,-19.46601352,B3V:p, 4.51
HIP 79374,242.9989188,-19.46064684,B2IV, 4.00
HIP 31592,99.17082883,-19.25570928,K1III+..., 3.95
HIP 39906,122.2568477,-19.24500094,B5V, 4.40
HIP 35727,110.5563752,-19.01658444,B5II/III, 4.94
HIP 48615,148.7176546,-19.00926985,K5III, 4.94
HIP 94820,289.4086899,-18.95288215,K0III, 4.88
HIP 1170,3.66013628,-18.93268628,M1III, 4.44
HIP 107188,325.6642385,-18.86630105,G8III, 4.72
HIP 112211,340.8968856,-18.83030716,K3III, 4.68
HIP 12843,41.27492276,-18.57265077,F5/F6V, 4.47
HIP 80569,246.7559929,-18.45619698,B2Vne, 4.22
HIP 39095,119.9668965,-18.39914242,A1V, 4.61
HIP 57283,176.1906623,-18.35061467,G8III, 4.71
HIP 64924,199.60405,-18.30861062,G5V, 4.74
HIP 53740,164.9447866,-18.29909723,K1III, 4.08
HIP 31700,99.47260802,-18.23745713,K0II/III, 4.42
HIP 67494,207.468102,-18.13407618,K0III, 4.96
HIP 3419,10.89678452,-17.9866841,K0III, 2.04
HIP 30324,95.6749475,-17.95591658,B1II/III, 1.98
HIP 95168,290.4182304,-17.84725155,F0III/IV, 3.92
HIP 25985,83.18255798,-17.82229227,F0Ib, 2.58
HIP 116901,355.4408226,-17.81653327,G2Ib/II, 4.82
HIP 101027,307.2150986,-17.81366828,F3V, 4.77
HIP 81724,250.3933179,-17.74216462,G8II/III, 4.91
HIP 55705,171.2207634,-17.68401748,A9V, 4.06
HIP 59803,183.9519494,-17.5419837,B8III, 2.58
HIP 301,0.93488487,-17.33597002,B9IVn, 4.55
HIP 104139,316.4865808,-17.23271095,A1V, 4.08
HIP 33347,104.0342764,-17.05424675,B3Ib/II, 4.36
HIP 52085,159.6458878,-16.87663687,G8III, 4.91
HIP 51069,156.5229377,-16.83609584,K4III, 3.83
HIP 105515,320.5615726,-16.83455521,G8III, 4.28
HIP 77853,238.4561544,-16.7296223,K0III, 4.13
HIP 32349,101.2885411,-16.71314306,A0m...,-1.44
HIP 106985,325.0222594,-16.66225343,A7III:mp..., 3.69
HIP 80894,247.7849789,-16.61264015,G8/K0III, 4.29
HIP 60965,187.4665965,-16.51509397,B9.5V, 2.94
HIP 28816,91.24638576,-16.48442713,Ap shell, 4.92
HIP 69269,212.7103479,-16.30200362,M1III, 4.93
HIP 24305,78.2328046,-16.20542901,B9IV: HgMn, 3.29
HIP 61174,188.0186865,-16.19586556,F2V, 4.30
HIP 52943,162.405967,-16.19413208,K0/K1III, 3.11
HIP 107556,326.759522,-16.12656595,A5mF2 (IV), 2.85
HIP 72622,222.7199054,-16.04161047,A3IV, 2.75
HIP 65639,201.863492,-15.97363075,K1IIICN..., 4.76
HIP 95176,290.4317584,-15.95500233,F2p, 4.52
HIP 42662,130.4305582,-15.94314865,K0IIICN..., 4.87
HIP 8102,26.02136441,-15.93955597,G8V, 3.49
HIP 113136,343.6626635,-15.82075994,A3V, 3.27
HIP 40259,123.3332293,-15.78821451,G5Ib/II, 4.99
HIP 84012,257.5944266,-15.72514757,A2.5Va, 2.43
HIP 34045,105.9395549,-15.63325876,B8II, 4.11
HIP 910,2.81628415,-15.46732287,F5V, 4.89
HIP 86263,264.3967718,-15.39840835,F0IIIp, 3.54
HIP 37379,115.0967169,-15.26385208,K3III, 4.98
HIP 11783,38.02198846,-15.2443199,F5V, 4.74
HIP 28910,91.53889172,-14.93528629,A0V, 4.67
HIP 48356,147.8695103,-14.84654997,G6/G8III, 4.11
HIP 27288,86.73895728,-14.82194717,A2Vann, 3.55
HIP 76333,233.881414,-14.78955365,K0III, 3.91
HIP 100345,305.2526935,-14.78140119,A5:n, 3.05
HIP 55282,169.835511,-14.77904358,K0III, 3.56
HIP 6670,21.40503869,-14.59875437,K2III, 4.90
HIP 90595,277.299383,-14.56580499,A1IV/V, 4.67
HIP 116971,355.6803536,-14.54474243,B9V, 4.49
HIP 36773,113.4498661,-14.52390109,A4Ia, 4.82
HIP 21594,69.54529558,-14.303587,K1III, 3.86
HIP 78207,239.5474012,-14.27931773,B8Ia/Iab, 4.95
HIP 116758,354.9459868,-14.22204281,A7IV, 4.97
HIP 28103,89.10132627,-14.16803805,F1V, 3.71
HIP 31827,99.81965168,-14.14574673,K2III, 4.82
HIP 109139,331.6091889,-13.86954013,B8V, 4.29
HIP 12770,41.03064356,-13.85867594,B7IV, 4.24
HIP 112716,342.3979576,-13.59253756,K5III, 4.05
HIP 43067,131.5938644,-13.54770494,G8III, 4.32
HIP 18543,59.50720862,-13.50824471,M1IIIb Ca-1, 2.97
HIP 52009,159.3885311,-13.38445095,C, 4.89
HIP 69974,214.7775077,-13.37116634,A1V, 4.52
HIP 24845,79.89385817,-13.17677698,B0.5IV, 4.29
HIP 49402,151.2812186,-13.06467435,B8V, 4.60
HIP 24327,78.30785422,-12.94128833,B7V, 4.36
HIP 40084,122.8180055,-12.92701835,K0III, 4.72
HIP 86565,265.3538188,-12.87517268,A2Va, 4.24
HIP 84880,260.2068148,-12.846882,A0/A1V, 4.32
HIP 100310,305.1658615,-12.75904403,B9IV, 4.77
HIP 100064,304.5134103,-12.54485877,G6/G8III, 3.58
HIP 23231,74.98213784,-12.5372045,F0V, 4.78
HIP 100027,304.4119005,-12.50821403,G3Ib, 4.30
HIP 42509,130.0063307,-12.47537441,K3III, 4.98
HIP 49841,152.6474879,-12.35383921,K0III, 3.61
HIP 11345,36.48755111,-12.290452,A0V, 4.88
HIP 21644,69.72330721,-12.12307828,A0V, 4.99
HIP 17593,56.53542672,-12.1017353,M1III, 4.43
HIP 33160,103.5478363,-12.03859273,K4III, 4.08
HIP 45751,139.9433282,-11.97488214,G8III, 4.77
HIP 12390,39.89054885,-11.87158159,F5V, 4.83
HIP 24244,78.07453075,-11.86914287,B8V, 4.45
HIP 78727,241.090125,-11.37355556,F6IV, 4.16
HIP 104459,317.3983034,-11.37165474,G8III, 4.50
HIP 65474,201.2983523,-11.16124491,B1V, 0.98
HIP 55687,171.1525225,-10.85938276,K5III, 4.81
HIP 82369,252.4582214,-10.78280069,F7IV, 4.64
HIP 8497,27.39662961,-10.68618074,F3III, 4.66
HIP 111123,337.6617292,-10.67788619,A0IVs, 4.82
HIP 3455,11.04752272,-10.60927365,K0IIIvar, 4.77
HIP 28574,90.46010757,-10.59793918,B5III, 4.92
HIP 81377,249.2897085,-10.5671518,O9.5V, 2.54
HIP 355,1.1255098,-10.50949443,K3Ibvar, 4.99
HIP 8645,27.86504416,-10.33494526,K2III, 3.74
HIP 75379,231.0497089,-10.32189476,F5IV, 4.92
HIP 69427,213.2239209,-10.274044,K3III, 4.18
HIP 19777,63.59872149,-10.2558889,K3III, 4.87
HIP 5364,17.14693197,-10.181928,K2III, 3.46
HIP 79375,243.0000065,-10.06418514,A3IV, 4.93
HIP 76219,233.5438322,-10.06395962,K1IV, 4.61
HIP 56633,174.1706188,-9.80225368,B9.5Vn, 4.70
HIP 88048,269.7566566,-9.77334973,K0III, 3.32
HIP 17378,55.81231706,-9.76519868,K0IV, 3.52
HIP 27366,86.93911641,-9.66960186,B0.5Iavar, 2.07
HIP 115115,349.7402122,-9.610731,A0V, 4.99
HIP 45811,140.1209416,-9.55562948,F5V+..., 4.80
HIP 37447,115.3119861,-9.55108315,K0III, 3.94
HIP 62985,193.5882255,-9.53894647,M3IIIvar, 4.77
HIP 102618,311.9188857,-9.49568988,A1V, 3.78
HIP 16537,53.23509009,-9.45830584,K2V, 3.72
HIP 74785,229.2519659,-9.38286694,B8V, 2.61
HIP 115033,349.4758484,-9.1824899,B5Vn, 4.41
HIP 114855,348.9719873,-9.08769554,K0III, 4.24
HIP 91726,280.5684255,-9.05255357,F2IIIp d Del, 4.70
HIP 103045,313.1633575,-8.98323782,A3m, 4.73
HIP 90135,275.9148076,-8.93451038,K0III, 4.66
HIP 13701,44.10668245,-8.89760976,K1III-IV, 3.89
HIP 1562,4.85701265,-8.82382948,K2III, 3.56
HIP 15197,48.95844499,-8.8198405,A5m, 4.80
HIP 23972,77.28659571,-8.75407607,B2IVn, 4.25
HIP 46390,141.8968826,-8.65868335,K3III, 1.99
HIP 73473,225.2432819,-8.51893488,B9.5V, 4.91
HIP 80628,246.9509456,-8.37170055,A3m, 4.62
HIP 91845,280.8801675,-8.27524299,G8II, 4.88
HIP 91117,278.8018244,-8.24330819,K2III, 3.85
HIP 24436,78.63446353,-8.20163919,B8Ia, 0.18
HIP 6537,21.00604671,-8.18275372,K0III, 3.60
HIP 88404,270.7704615,-8.18025785,F5V+..., 4.77
HIP 86284,264.4613324,-8.11872126,B8II-IIIMNp, 4.58
HIP 61740,189.8117186,-7.99550439,K2III, 4.66
HIP 106786,324.4376752,-7.85414212,A7V, 4.68
HIP 25247,80.98681839,-7.80795569,G8III, 4.13
HIP 110003,334.2081933,-7.78323706,G8III-IV, 4.17
HIP 114939,349.2122937,-7.72646619,M3III, 4.93
HIP 19849,63.8234923,-7.64455846,K1V, 4.43
HIP 112961,343.1536019,-7.57967878,M2IIIvar, 3.73
HIP 25923,82.98275119,-7.30152625,B0V, 4.62
HIP 42835,130.9182513,-7.23372781,G2Ib, 4.63
HIP 26563,84.72121589,-7.21270844,A4V, 4.77
HIP 23364,75.35977051,-7.17397802,B3V, 4.80
HIP 30867,97.20447548,-7.03305042,B3Ve, 3.76
HIP 96483,294.2227024,-7.02747069,B0.5III, 4.93
HIP 24674,79.40166225,-6.84438616,B5III, 3.59
HIP 19587,62.96638834,-6.8377787,F2II-III, 4.04
HIP 29651,93.71390194,-6.27472737,K3III, 3.99
HIP 66006,202.9914418,-6.25571065,M3III, 4.68
HIP 114724,348.5805522,-6.0485268,M2III, 4.22
HIP 154,0.48996506,-6.01397169,M3III, 4.37
HIP 26199,83.76117163,-6.00202867,B0.5V, 4.78
HIP 69701,214.0036872,-5.99952622,F7V, 4.07
HIP 26241,83.85825475,-5.90989984,O9III, 2.75
HIP 93026,284.2651422,-5.84621426,K1III, 4.83
HIP 93429,285.4201724,-5.73901832,K1IIIvar, 4.02
HIP 443,1.33394073,-5.70783255,K1III, 4.61
HIP 71957,220.7648428,-5.6574291,F2III, 3.87
HIP 106278,322.8896695,-5.57115593,G0Ib, 2.90
HIP 64238,197.4875502,-5.53892987,A1V, 4.38
HIP 22701,73.2236682,-5.45275591,A9IV, 4.36
HIP 26235,83.84541591,-5.41606331,O9.5Vpe, 4.98
HIP 95066,290.1368259,-5.41587489,G8III-IV..., 4.98
HIP 26220,83.81592896,-5.38731536,O7, 4.98
HIP 85365,261.6580627,-5.08649188,F3V, 4.53
HIP 23875,76.96264146,-5.08626282,A3IIIvar, 2.78
HIP 16341,52.65437447,-5.07516332,B9Vs, 4.74
HIP 102624,311.9343246,-5.02760303,M3IIIvar, 4.43
HIP 93805,286.5622914,-4.88233456,B9Vn, 3.43
HIP 26237,83.84650694,-4.83834045,B2III..., 4.58
HIP 92175,281.7936556,-4.74782871,G5II..., 4.22
HIP 79882,244.5801699,-4.69260809,G8III, 3.23
HIP 73165,224.29607,-4.34608634,F0V, 4.47
HIP 33971,105.728248,-4.23923814,B1V, 4.99
HIP 34622,107.5570079,-4.23763568,K0III, 4.91
HIP 83262,255.2651063,-4.22245426,K4III, 4.82
HIP 41307,126.4152955,-3.90636482,A0V, 3.91
HIP 79593,243.586526,-3.69397562,M1III, 2.73
HIP 88175,270.1205018,-3.69016112,F3V, 4.62
HIP 7999,25.68132047,-3.69011692,K3II-III, 4.98
HIP 39079,119.934103,-3.67957835,K2III, 4.93
HIP 55084,169.1656837,-3.65151412,A7IVn, 4.45
HIP 118209,359.6683774,-3.55580738,G9III, 4.88
HIP 77516,237.4052738,-3.43014112,A0V, 3.54
HIP 21444,69.07975243,-3.352448,B2III SB, 3.93
HIP 22109,71.37558764,-3.25462465,B5IV, 4.01
HIP 28413,90.01393918,-3.07407681,K2IIIvar, 4.53
HIP 56127,172.5786742,-3.00345887,K4III, 4.77
HIP 39863,122.1485736,-2.98377649,G2Ib, 4.36
HIP 18255,58.57286091,-2.95473348,G8III, 4.46
HIP 30093,94.9983516,-2.94449028,M1III, 4.91
HIP 89962,275.3288358,-2.897122,K0III-IV, 3.23
HIP 101101,307.4123278,-2.8854763,K2III, 4.91
HIP 46509,142.2868282,-2.76895627,F6V, 4.59
HIP 26549,84.68652211,-2.60006791,O9.5V..., 3.77
HIP 101692,309.1817794,-2.54991814,K5II, 4.91
HIP 53907,165.4569537,-2.48449705,K5III, 4.73
HIP 25281,81.11923774,-2.39713844,B1V + B2, 3.35
HIP 72631,222.7542505,-2.29884995,G8..., 4.93
HIP 70755,217.0509181,-2.22795009,G2III, 4.81
HIP 108874,330.8284569,-2.15533588,B7IVe, 4.74
HIP 26727,85.18968672,-1.94257841,O9.5Ib SB, 1.74
HIP 61941,190.4166756,-1.44952231,F0V+..., 2.74
HIP 39211,120.3054016,-1.39242418,K4III, 4.69
HIP 110395,335.4137498,-1.38735315,A0V, 3.86
HIP 96468,294.1803189,-1.28655047,B5III, 4.36
HIP 26311,84.05338572,-1.20191725,B0Ia, 1.69
HIP 46776,142.9955615,-1.18465438,A3V, 4.54
HIP 4147,13.25204382,-1.1442206,M0III, 4.78
HIP 47431,144.9638916,-1.14265722,K3IIIvar, 3.90
HIP 26736,85.21131577,-1.12878569,B2IV-V, 4.95
HIP 101847,309.5844729,-1.10507951,G8III SB, 4.31
HIP 25737,82.43325647,-1.09217557,K5III, 4.71
HIP 56647,174.2372077,-0.82385424,G9III, 4.30
HIP 99473,302.8261033,-0.82147569,B9.5III, 3.24
HIP 60129,184.976631,-0.66674709,A2IV, 3.89
HIP 66249,203.673978,-0.59593821,A3V, 3.38
HIP 34769,107.9660849,-0.49278056,A2V, 4.15
HIP 84514,259.15294,-0.44514192,K2III, 4.72
HIP 25044,80.4406153,-0.38246922,B2IV-V, 4.72
HIP 49641,151.9845649,-0.37162786,A0III, 4.48
HIP 109074,331.4459387,-0.31982656,G2Ib, 2.95
HIP 25930,83.00166562,-0.2990934,O9.5II, 2.25
HIP 111497,338.8388705,-0.11736123,B9IV-Vn, 4.04
HIP 21139,67.96945612,-0.04399115,K3II-III, 4.91
HIP 110960,337.2075023,-0.02006304,F3III-IV, 3.65
HIP 12387,39.87061789,0.3285168,B2IV, 4.08
HIP 95585,291.6295403,0.33857566,F2Ib, 4.64
HIP 16852,54.21882896,0.40283316,F9V, 4.29
HIP 97804,298.1181826,1.00567827,F6Ibv SB, 3.87
HIP 80179,245.5185001,1.02892219,F0V, 4.82
HIP 115738,351.7329388,1.25583758,A0p, 4.95
HIP 88290,270.4382897,1.30510936,A2Vn, 4.42
HIP 110672,336.3192186,1.37739245,B1Ve, 4.80
HIP 26885,85.61943491,1.47466498,K1III, 4.90
HIP 68520,210.4115965,1.54458338,A3V, 4.23
HIP 23123,74.63709525,1.71403506,K2IIvar, 4.47
HIP 57757,177.6720255,1.76537705,F8V, 3.59
HIP 116928,355.5120074,1.7804172,A7V, 4.49
HIP 25302,81.18677704,1.84644611,B1V:pe, 4.89
HIP 27750,88.11017813,1.8551579,K2IIvar, 4.76
HIP 72220,221.5624659,1.8929383,A0V, 3.73
HIP 80883,247.7285051,1.98410056,A2V, 3.82
HIP 73620,225.7252916,2.09127129,K0III, 4.39
HIP 45336,138.5908053,2.31502422,B9.5V, 3.89
HIP 39311,120.566472,2.33431429,K2III, 4.39
HIP 69389,213.06596,2.40949613,B9p Si, 4.99
HIP 32578,101.9652368,2.41218914,K0III, 4.48
HIP 22797,73.5628985,2.44067149,B2III SB, 3.71
HIP 88601,271.3633868,2.50243928,K0V SB, 4.03
HIP 87108,266.9732252,2.70745875,A0V, 3.75
HIP 9487,30.51166929,2.76376048,A2, 3.82
HIP 55945,171.9842912,2.85629071,G8II-III, 4.95
HIP 24331,78.32283171,2.86125346,K3III..., 4.46
HIP 88192,270.1613147,2.93158759,B5Ib, 3.93
HIP 25473,81.70928405,3.09567718,B2IV, 4.59
HIP 95501,291.3739694,3.11457923,F0IV, 3.36
HIP 8833,28.38890233,3.18747844,K0III SB, 4.61
HIP 12706,40.82551897,3.23617162,A3V, 3.47
HIP 114971,349.2895568,3.28224524,G7III, 3.70
HIP 60172,185.0881357,3.31272688,K1III, 4.97
HIP 42402,129.6893699,3.34147477,K2III, 4.45
HIP 15457,49.83974536,3.36997055,G5Vvar, 4.84
HIP 89918,275.2169255,3.37714467,G8III, 4.85
HIP 63090,193.9020137,3.39759862,M3III, 3.39
HIP 42799,130.8061932,3.39866539,B3V..., 4.30
HIP 117245,356.5980705,3.48687164,C5II, 4.95
HIP 25142,80.7083388,3.54444809,B1V, 4.99
HIP 53807,165.1401644,3.61753351,K1III, 4.84
HIP 66200,203.5329387,3.65902506,A1p SrCrEu, 4.92
HIP 113889,345.9691938,3.82006998,B6Ve, 4.48
HIP 14135,45.56991279,4.08992539,M2III, 2.54
HIP 26594,84.79644123,4.12146667,B3IIIe, 4.50
HIP 85355,261.628665,4.14034239,K3IIvar, 4.34
HIP 92951,284.060887,4.20205672,A5Vn, 4.98
HIP 92946,284.0548348,4.20352956,A5V, 4.62
HIP 88149,270.0658232,4.36864674,B2Ve, 4.79
HIP 77622,237.7037134,4.4775798,A2m, 3.71
HIP 86742,265.8682371,4.56691684,K2III, 2.76
HIP 30419,95.94207368,4.59283881,A5IV, 4.39
HIP 47310,144.6141046,4.64941422,K3III, 4.68
HIP 110882,336.9644877,4.6964107,K0III, 4.78
HIP 109068,331.4195499,5.05828453,K4III, 4.86
HIP 44659,136.493241,5.09234249,K2II-III, 4.99
HIP 37279,114.8272419,5.22750767,F5IV-V, 0.40
HIP 104987,318.9558198,5.2480739,G0III+..., 3.92
HIP 64852,199.4011954,5.46984502,M2III, 4.78
HIP 7884,25.35794814,5.48760445,K3III, 4.45
HIP 12093,38.9687042,5.59330163,G8III, 4.87
HIP 22549,72.80152507,5.60510146,B2III SB, 3.68
HIP 116771,354.9867513,5.62735374,F7V, 4.13
HIP 42313,129.4141974,5.70379868,A1Vnn, 4.14
HIP 43234,132.1082535,5.83788486,A0Vn, 4.35
HIP 43813,133.8486869,5.9455277,G8III-IV, 3.11
HIP 25813,82.69603301,5.94821792,B5V, 4.20
HIP 18907,60.78907003,5.98930909,A1V, 3.91
HIP 55434,170.2843673,6.02935289,B9.5Vs, 4.05
HIP 53824,165.1868014,6.10150342,A5III, 4.98
HIP 7007,22.54559597,6.14393314,K4III, 4.84
HIP 109427,332.549249,6.197789,A2V, 3.52
HIP 25336,81.28278416,6.34973451,B2III, 1.64
HIP 115830,351.9923659,6.37909727,K1III, 4.27
HIP 98036,298.8281923,6.40793334,G8IVvar, 3.71
