name,ra,dec,spect_type,vmag
HIP 43109,131.6943593,6.41890691,G0III-IV, 3.38
HIP 77070,236.0666491,6.42551971,K2III, 2.63
HIP 57380,176.4648773,6.52981394,M0III, 4.04
HIP 58590,180.2182929,6.61439464,A5V, 4.65
HIP 118268,359.8275099,6.86359373,F4IV, 4.03
HIP 22449,72.45890935,6.96124744,F6V, 3.19
HIP 31216,98.22595658,7.33297921,A0Ib, 4.47
HIP 54182,166.2551246,7.33612254,F2III-IVvar, 4.62
HIP 77257,236.6114412,7.35323973,G0Vvar, 4.42
HIP 96229,293.5217823,7.37931918,K3III, 4.45
HIP 27989,88.79287161,7.40703634,M2Ib, 0.45
HIP 3786,12.17039736,7.58520186,K5III, 4.44
HIP 4906,15.73606615,7.89007256,K0III, 4.27
HIP 32533,101.8326847,8.03728277,K4III, 4.77
HIP 49029,150.0534347,8.04427686,M2III, 4.68
HIP 71832,220.4114855,8.16175611,G8IIIvar, 4.86
HIP 57328,176.3208533,8.25817475,A4V, 4.84
HIP 36188,111.7878012,8.28940893,B8Vvar, 2.89
HIP 70327,215.8447503,8.44664037,A0V, 4.86
HIP 11484,37.03965786,8.4600887,B9III, 4.30
HIP 97938,298.5617574,8.46165027,K0III, 4.71
HIP 58948,181.30279,8.73284563,G8III, 4.12
HIP 88765,271.8264764,8.73379361,G8III-IV, 4.64
HIP 113186,343.8067681,8.81609536,A1V, 4.91
HIP 10324,33.25004577,8.8467523,G8II:, 4.36
HIP 97649,297.6945086,8.86738491,A7IV-V, 0.76
HIP 19860,63.88352173,8.89240989,B3IV, 4.27
HIP 22509,72.65300943,8.90025258,A1Vn, 4.35
HIP 13954,44.92873469,8.90740111,B6III, 4.71
HIP 36284,112.0409561,8.92550376,K3III SB, 4.33
HIP 15900,51.20349011,9.02906504,G8III, 3.61
HIP 8198,26.34828629,9.15764102,K0III, 4.26
HIP 40526,124.128951,9.18566295,K4III, 3.53
HIP 19740,63.48496228,9.26389844,G5III, 4.84
HIP 36041,111.412078,9.27611835,G8III, 4.99
HIP 26366,84.22637775,9.291412,G8III-IV, 4.09
HIP 51624,158.2028131,9.30659431,B1Ib SB, 3.84
HIP 83000,254.4177942,9.37505626,K2IIIvar, 3.19
HIP 114144,346.751066,9.40952259,M2III, 4.54
HIP 26176,83.70515764,9.48958528,B0IV..., 4.39
HIP 88771,271.8375861,9.56365345,A4IVs, 3.71
HIP 28614,90.59579323,9.64736756,Am..., 4.12
HIP 16083,51.79217049,9.7327724,B9Vn, 3.73
HIP 107315,326.0464181,9.87500791,K2Ibvar, 2.38
HIP 47508,145.2879912,9.89239902,A5V+..., 3.52
HIP 31978,100.244421,9.89576021,O7, 4.66
HIP 26207,83.78449043,9.93416294,O..., 3.39
HIP 49637,151.9763285,9.99766389,K4III, 4.39
HIP 104858,318.6199588,10.00771855,F5V+..., 4.47
HIP 12828,41.23488901,10.11421979,F1III-IV, 4.27
HIP 104521,317.5852962,10.13194861,F0p, 4.70
HIP 22845,73.7237672,10.15114511,A0V, 4.64
HIP 21402,68.91347315,10.16091706,A5m, 4.25
HIP 82673,253.5020974,10.16544339,B8V, 4.39
HIP 61960,190.4708648,10.23584294,A0V, 4.88
HIP 55642,170.9807033,10.52969772,F2IV SB, 4.00
HIP 76276,233.7007926,10.53885916,F0IV, 3.80
HIP 97278,296.5648757,10.61326869,K3II, 2.72
HIP 112029,340.3653118,10.83139111,B8.5V, 3.41
HIP 63608,195.5448356,10.95910186,G8IIIvar, 2.85
HIP 46771,142.9866346,11.3000307,K0IIIvar, 4.99
HIP 101421,308.3031866,11.30333217,B6III, 4.03
HIP 81008,248.1516594,11.48823391,K4III, 4.84
HIP 44066,134.6216541,11.85777198,A5m, 4.26
HIP 49669,152.0935808,11.96719513,B7V, 1.36
HIP 36425,112.4490921,12.00661101,K2III, 4.55
HIP 112447,341.672673,12.17408381,F7V, 4.20
HIP 110386,335.3794638,12.20517262,B2IV-V, 4.82
HIP 18724,60.17008591,12.49037571,B3V + A, 3.41
HIP 21589,69.53917371,12.51087423,A6V, 4.27
HIP 86032,263.7333532,12.56057584,A5III, 2.08
HIP 27511,87.38726446,12.65136584,B9IV, 4.89
HIP 83613,256.3444175,12.74085469,A4IV, 4.89
HIP 115919,352.2885846,12.76049243,G8III, 4.54
HIP 32362,101.3226398,12.89605513,F5IV, 3.35
HIP 16369,52.71819576,12.93668186,K0II-III..., 4.14
HIP 33202,103.6608077,13.17801628,F0Vp, 4.73
HIP 32249,100.9970586,13.22814319,K1III, 4.49
HIP 22957,74.09300449,13.51457755,K2III, 4.06
HIP 71795,220.2871682,13.72833113,A3IVn, 3.78
HIP 65721,202.1081267,13.78018777,G5V, 4.97
HIP 93747,286.3525518,13.86370983,A0Vn, 2.99
HIP 80463,246.3538732,14.03341514,B9p Cr, 4.57
HIP 83430,255.7827333,14.0921003,M3III, 4.97
HIP 29426,92.98498656,14.20881425,B3IV, 4.45
HIP 22667,73.13318214,14.25077828,M3Sv, 4.71
HIP 84345,258.6619269,14.39025314,M5IIvar, 2.78
HIP 57632,177.2661598,14.57233687,A3Vvar, 2.14
HIP 101769,309.3869573,14.59520289,F5IV, 3.64
HIP 101589,308.8271174,14.67418482,A3V, 4.64
HIP 20732,66.65156991,14.71385764,G8III, 4.69
HIP 29038,91.89300774,14.76852318,B3IV, 4.42
HIP 21273,68.46189659,14.84448749,A8V, 4.65
HIP 93244,284.9057884,15.06847757,K2III, 4.02
HIP 102281,310.8647738,15.07468224,A7IIIp d Del, 4.43
HIP 1067,3.30895828,15.18361593,B2IV, 2.83
HIP 99742,303.5691067,15.19746767,A2V, 4.94
HIP 113963,346.1900702,15.20536786,B9.5III, 2.49
HIP 7097,22.87080776,15.34583101,G8III, 3.62
HIP 23607,76.1422432,15.40418059,A0p Si, 4.65
HIP 77233,236.5467288,15.42192602,A3V, 3.65
HIP 54879,168.5601704,15.4297631,A2V, 3.33
HIP 24010,77.42483084,15.59727157,F2IV, 4.81
HIP 20713,66.58613217,15.6183462,F0V..., 4.48
HIP 20205,64.94805793,15.62770031,G8III, 3.65
HIP 78072,239.112476,15.66473327,F6V, 3.85
HIP 67459,207.3695744,15.79780583,K5IIIvar, 4.05
HIP 20894,67.16531219,15.8709468,A7III, 3.40
HIP 101958,309.909394,15.9120527,B9V, 3.77
HIP 21683,69.81854938,15.9180242,A5Vn, 4.67
HIP 20885,67.14346805,15.96221721,G7III, 3.84
HIP 102532,311.6646583,16.12477326,K1IV, 4.27
HIP 29434,93.01365054,16.13044684,B5Vn, 4.95
HIP 21029,67.63987124,16.19407556,A6IV, 4.78
HIP 70027,214.9388368,16.30680118,K3III, 4.84
HIP 20877,67.10985479,16.35962902,K2IIIvar, 4.96
HIP 31681,99.42792641,16.39941482,A0IV, 1.93
HIP 71762,220.181504,16.4183013,B9p MnHg, 4.49
HIP 21421,68.98000195,16.50976164,K5III, 0.87
HIP 26777,85.32381426,16.53418318,B3IV..., 4.84
HIP 35350,109.5233616,16.54047526,A3V..., 3.58
HIP 88128,270.0142528,16.75094481,K0II-III, 4.67
HIP 49583,151.8331395,16.76266572,A0Ib, 3.48
HIP 72125,221.3104051,16.96440296,K0III, 4.60
HIP 107348,326.1278772,17.35004352,G5Ib, 4.34
HIP 63355,194.7311079,17.40936063,M0III, 4.76
HIP 20542,66.02372401,17.44421161,A7V, 4.80
HIP 67275,206.8168194,17.45677436,F7V, 4.50
HIP 96837,295.2622238,17.47612356,G8II, 4.39
HIP 64241,197.4981226,17.52911621,F5V, 4.32
HIP 20455,65.73344722,17.5425843,G8III, 3.77
HIP 40167,123.0529535,17.64813756,G0V, 4.67
HIP 60202,185.1795548,17.79265307,G8III, 4.72
HIP 20648,66.37215593,17.92798917,A2IV, 4.30
HIP 96757,295.0240939,18.01393839,G0II, 4.39
HIP 77450,237.1850359,18.1417793,M1III, 4.09
HIP 42911,131.1712921,18.15486399,K0III, 3.94
HIP 92161,281.7550932,18.18122968,A5III, 4.34
HIP 67927,208.6713175,18.39858742,G0IV, 2.68
HIP 37908,116.5312238,18.51016877,K5III, 4.89
HIP 97365,296.8469384,18.53425912,M2II + B6, 3.68
HIP 25945,83.0531302,18.59424525,M2Ib, 4.32
HIP 23835,76.86115023,18.64500711,G4V, 4.91
HIP 72659,222.8470176,19.10063329,G8V + K4V, 4.54
HIP 80170,245.480182,19.15302185,A9III, 3.74
HIP 20889,67.15388879,19.18052092,K0III, 3.53
HIP 69673,213.918114,19.18726997,K2IIIp,-0.05
HIP 8832,28.38235506,19.29409264,A1p Si, 3.88
HIP 50564,154.934626,19.47143591,F6IV, 4.78
HIP 98337,299.6891152,19.49209287,K5III, 3.51
HIP 76852,235.3878846,19.67050566,A1V, 4.51
HIP 14838,47.90695691,19.72669777,K2IIIvar, 4.35
HIP 105502,320.5213912,19.80435581,K1III, 4.08
HIP 50583,154.9923405,19.84186032,K0III, 2.01
HIP 28716,90.9799315,20.13845865,B2Iavar, 4.64
HIP 53954,165.5824216,20.17974575,A1m, 4.42
HIP 1168,3.65045047,20.2066972,M2III, 4.79
HIP 30883,97.24079361,20.2121672,B6III, 4.13
HIP 57565,176.9967765,20.21894121,A comp SB, 4.50
HIP 27913,88.59618305,20.27641498,G0V, 4.39
HIP 54872,168.5267171,20.52403384,A4V, 2.56
HIP 92043,281.4155466,20.54712356,F6V, 4.19
HIP 34088,106.0272308,20.57029939,G3Ibv SB, 4.01
HIP 19990,64.31535896,20.57874033,A3m, 4.93
HIP 8903,28.65978771,20.80829949,A5V..., 2.64
HIP 88886,272.1895526,20.81457203,B2IV, 4.37
HIP 77661,237.8164298,20.97787548,K5III, 4.74
HIP 5571,17.86330901,21.03467568,K0III, 4.66
HIP 15110,48.72547816,21.04462873,A1V, 4.87
HIP 26451,84.41118447,21.14259299,B4IIIp, 2.97
HIP 101867,309.6303848,21.20117964,A0V, 4.81
HIP 62886,193.3240451,21.24502058,G8III, 4.89
HIP 67480,207.4284164,21.26406422,K4III, 4.92
HIP 13914,44.80305773,21.34044477,A2Vs, 4.63
HIP 94703,289.0543316,21.39044277,B4IV, 4.76
HIP 42806,130.8217213,21.46859609,A1IV, 4.66
HIP 80816,247.555257,21.4896485,G8III, 2.78
HIP 23497,75.77376699,21.5900617,A7V, 4.62
HIP 88267,270.3766789,21.59568814,G5, 4.26
HIP 90139,275.9240282,21.77034249,K2III, 3.85
HIP 25539,81.9086835,21.93698219,B2.5IV, 4.88
HIP 89861,275.0745983,21.9614409,M1III, 4.92
HIP 35550,110.0307889,21.98233941,F0IV..., 3.50
HIP 19038,61.17357446,22.0820679,K0III, 4.36
HIP 24822,79.81912416,22.09669104,G8III, 4.96
HIP 88657,271.507953,22.21889206,M3IIIa+..., 4.96
HIP 20635,66.34207825,22.29398098,A7IV-V, 4.21
HIP 29655,93.71956952,22.50682376,M3III, 3.31
HIP 30343,95.73996302,22.51385027,M3IIIvar, 2.87
HIP 97679,297.7670568,22.61008676,B2.5V, 4.90
HIP 61394,188.7129908,22.62918961,A0IV, 4.80
HIP 92818,283.6870048,22.64507357,G4III+..., 4.57
HIP 78554,240.5737045,22.80439543,A3V, 4.82
HIP 20711,66.57664484,22.81369394,A8Vn, 4.28
HIP 21881,70.56126452,22.95697545,B3V, 4.27
HIP 46750,142.9301682,22.96806545,K5IIIvar, 4.32
HIP 54951,168.8010129,23.09552528,M3III, 4.56
HIP 28734,91.0300689,23.26363207,G7III, 4.16
HIP 115623,351.3444225,23.40401243,F8IV, 4.42
HIP 50335,154.1725181,23.4173284,F0III, 3.43
HIP 4463,14.30178237,23.41775997,G8III-IV, 4.40
HIP 9884,31.79285757,23.46277743,K2III, 2.01
HIP 112440,341.6326766,23.56567939,G8II-III, 3.97
HIP 9153,29.48239763,23.5960961,F0V, 4.79
HIP 106140,322.4869986,23.63882922,M1III, 4.52
HIP 115250,350.1592632,23.7403592,A5V, 4.58
HIP 47908,146.4629267,23.77427792,G0II, 2.97
HIP 59847,184.0856467,23.94542332,K0III, 4.93
HIP 17608,56.58150135,23.94846207,B6IV, 4.14
HIP 17847,57.29054669,24.05352412,B8III, 3.62
HIP 97886,298.3653368,24.07952568,B9.5III, 4.57
HIP 17702,56.87110065,24.10524193,B7III, 2.85
HIP 17499,56.21884811,24.1134484,B6III, 3.72
HIP 3693,11.83495908,24.26737703,K1II, 4.08
HIP 17573,56.45663804,24.36785796,B8III, 3.87
HIP 37740,116.1119524,24.39812929,G8III, 3.57
HIP 17531,56.30200876,24.46737879,B6V, 4.30
HIP 27468,87.25399777,24.56755473,G8IIIvar, 4.88
HIP 5742,18.43723014,24.58376482,K0III..., 4.67
HIP 112748,342.5004181,24.60168486,M2III, 3.51
HIP 95771,292.1767126,24.66516482,M0 comp, 4.44
HIP 53417,163.9035334,24.74975451,A1, 4.30
HIP 84379,258.7580174,24.83958739,A3IVv SB, 3.12
HIP 73996,226.8247795,24.86959294,F5V, 4.93
HIP 73568,225.5271339,25.00825646,K4III, 4.80
HIP 69226,212.5997852,25.09182293,F9IVw, 4.82
HIP 32246,100.9830409,25.13115531,A3mA6-A9, 3.06
HIP 118131,359.43979,25.14147936,M3III, 4.63
HIP 102388,311.2188468,25.27104823,K2III, 4.92
HIP 109176,331.7519773,25.3450461,F5V, 3.77
HIP 114155,346.77808,25.46833959,K0IIp, 4.76
HIP 99824,303.8162123,25.59196924,B3V, 4.79
HIP 107354,326.1612676,25.64500284,F5IV, 4.14
HIP 60351,185.6263298,25.84618178,F8:p..., 4.78
HIP 10053,32.35535861,25.93997268,F2III, 4.98
HIP 28237,89.49857371,25.95391597,B1Ib, 4.81
HIP 48455,148.1914903,26.00708498,K0III, 3.88
HIP 77512,237.3987418,26.06854936,G5III-IV, 4.59
HIP 85693,262.6845751,26.1106045,K3IIIvar, 4.41
HIP 46146,141.163664,26.18244091,K2III, 4.47
HIP 76952,235.6859927,26.29551419,A1Vs, 3.81
HIP 71995,220.8557162,26.52789077,M3III, 4.80
HIP 92088,281.5186171,26.66207055,K3III, 4.83
HIP 76267,233.6716229,26.71491041,A0V, 2.22
HIP 38538,118.3743187,26.76585858,A3V, 4.97
HIP 60746,186.7471003,26.8257216,A4V, 4.98
HIP 78159,239.3970912,26.87802632,K3III, 4.14
HIP 36962,113.9807178,26.89600343,K5III, 4.06
HIP 73745,226.1119046,26.94765981,K2III, 4.52
HIP 72105,221.2468787,27.07417383,A0, 2.35
HIP 103004,313.0321898,27.09712771,G8III, 4.56
HIP 13209,42.49578911,27.26079044,B8Vn, 3.61
HIP 6193,19.86657455,27.26408682,A3V, 4.74
HIP 60697,186.6003073,27.26826273,F0p, 4.92
HIP 20250,65.08847817,27.35094069,K1III, 4.97
HIP 62763,192.9246993,27.54073393,G0III, 4.93
HIP 27830,88.33184814,27.61228536,A0V, 4.56
HIP 64022,196.7946161,27.62490672,K5III, 4.80
HIP 12719,40.86296031,27.70717078,B3V, 4.65
HIP 86974,266.6154955,27.72249917,G5IV, 3.42
HIP 98543,300.2750422,27.75356392,A4III, 4.66
HIP 39424,120.8795798,27.79441794,K2III, 4.94
HIP 36046,111.4319837,27.79828561,G9III+..., 3.78
HIP 99874,303.9423226,27.8142285,K3III, 4.50
HIP 64394,197.9705112,27.87603769,G0V, 4.23
HIP 95947,292.6803553,27.9596948,K3II+..., 3.05
HIP 37826,116.3306826,28.02631031,K0IIIvar, 1.16
HIP 113881,345.9430558,28.08245462,M2II-IIIvar, 2.44
HIP 60742,186.7346983,28.26861975,K2IIICN+..., 4.35
HIP 110371,335.3305317,28.33051592,B9III, 4.78
HIP 25428,81.57290804,28.60787346,B7III, 1.65
HIP 107310,326.0350187,28.74322228,F6V, 4.49
HIP 43103,131.6743096,28.76000509,G8Iab:, 4.03
HIP 88794,271.8856282,28.76247025,B9.5V, 3.84
HIP 37629,115.8278555,28.8840717,K1III SB, 4.23
HIP 15549,50.08485949,29.04849835,K2II-III, 4.47
HIP 677,2.09653333,29.09082805,B9p, 2.07
HIP 75695,231.9577163,29.10549164,F0p, 3.66
HIP 13061,41.97683942,29.24742385,K1III, 4.52
HIP 87933,269.4409611,29.24792527,K0III, 3.70
HIP 112051,340.4392072,29.3076892,A1IV, 4.80
HIP 3031,9.63958024,29.312369,G5III..., 4.34
HIP 117073,355.9976585,29.36155278,K0III, 4.93
HIP 29696,93.84473576,29.49871224,G8IIIvar, 4.32
HIP 8796,28.27041595,29.57939727,F6IV, 3.42
HIP 95372,291.031549,29.6213112,B3IV, 4.99
HIP 71284,218.6695438,29.74480735,F3Vwvar, 4.47
HIP 78493,240.3607943,29.85107821,A0p..., 4.98
HIP 5586,17.91494471,30.08972962,K0III-IV..., 4.51
HIP 96683,294.8441846,30.1532335,G8III-IV..., 4.68
HIP 87998,269.6256239,30.18926892,F2II, 4.41
HIP 112158,340.7505357,30.22130866,G2II-III.., 2.93
HIP 104732,318.2340898,30.22708128,G8II SB, 3.21
HIP 34693,107.7849651,30.24528065,K2III, 4.41
HIP 75312,230.8009428,30.28824114,G2V, 4.99
HIP 10280,33.09301632,30.30321507,F5V comp SB, 4.94
HIP 101076,307.348879,30.36855661,F5II, 4.01
HIP 71053,217.957741,30.37114497,K3III, 3.57
HIP 102453,311.415663,30.7196568,K0III, 4.22
HIP 63462,195.0686894,30.78503676,K1IIIp, 4.88
HIP 3092,9.83165567,30.86122579,K3III..., 3.27
HIP 80181,245.5245422,30.89173424,K0III, 4.86
HIP 83207,255.0725258,30.92633926,A0V, 3.92
HIP 116310,353.4881388,31.32532196,K4III, 4.97
HIP 76127,233.2324831,31.35915517,B6Vnn, 4.14
HIP 89172,272.9756952,31.4052884,M3III, 4.96
HIP 55203,169.5468333,31.53077778,G0V, 3.79
HIP 81693,250.3228213,31.60188695,F9IV, 2.81
HIP 36366,112.2775405,31.78407932,F0V..., 4.16
HIP 18246,58.53299363,31.88365776,B1Ib, 2.84
HIP 36850,113.650019,31.88863645,A2Vm, 1.58
HIP 52098,159.6800527,31.97622008,G0II, 4.68
HIP 93279,285.0034226,32.14549051,K3III, 4.94
HIP 100587,305.9649834,32.19018607,K3III, 4.43
HIP 25984,83.18197584,32.1920314,B5Iab, 4.71
HIP 17448,56.07969347,32.28827325,B1III, 3.84
HIP 93194,284.7359357,32.68955312,B9III, 3.25
HIP 59856,184.1257284,33.06179861,K1III, 4.99
HIP 55219,169.6198139,33.09423881,K3III SB, 3.49
HIP 84573,259.3315437,33.10011419,B1.5Vp, 4.80
HIP 23015,74.24840098,33.16613537,K3IIvar, 2.69
HIP 109410,332.496886,33.17826747,F5III, 4.28
HIP 74666,228.8754324,33.31510222,G8III, 3.46
HIP 92420,282.5199746,33.36267788,A8:V comp SB, 3.52
HIP 24727,79.54395049,33.37200411,K3III..., 4.54
HIP 2912,9.22016239,33.71935227,B5V, 4.34
HIP 51056,156.478613,33.79626364,F0V, 4.72
HIP 10670,34.32848216,33.84732099,A1Vnn, 4.03
HIP 33018,103.1972503,33.96136985,A3III, 3.60
HIP 17313,55.59434812,33.96503899,B0.5V, 4.97
HIP 102488,311.5518009,33.96945334,K0III, 2.48
HIP 53229,163.3276661,34.21556641,K0III-IV, 3.79
HIP 15416,49.68259978,34.2226737,K2II, 4.85
HIP 10644,34.26007346,34.22482985,G0V, 4.84
HIP 102571,311.794685,34.37410329,K3IIIvar, 4.93
HIP 45860,140.2644117,34.39252592,M0IIIvar, 3.14
HIP 67665,207.9478731,34.44431774,K5III, 4.76
HIP 96052,292.9430044,34.45297707,B3IV, 4.74
HIP 20252,65.10273351,34.56674228,G8III, 4.93
HIP 37265,114.791485,34.58463287,F3III, 4.89
HIP 105138,319.4794496,34.8968812,B2Vne, 4.41
HIP 10064,32.38550383,34.98739204,A5III, 3.00
HIP 13328,42.87846216,35.05989415,K5III, 4.56
HIP 98110,299.0766507,35.08349079,K0IIIvar, 3.89
HIP 13905,44.7654574,35.18311415,K2III, 4.94
HIP 49593,151.8571881,35.24469176,A7V, 4.49
HIP 101474,308.4757843,35.25086482,K2Ib comp, 4.61
HIP 69879,214.4992337,35.50947085,K1III, 4.80
HIP 5447,17.43248991,35.62083048,M0IIIvar, 2.07
HIP 77655,237.8080723,35.65822638,K0III-IV, 4.79
HIP 18614,59.74124892,35.79102701,O7.5Iab:, 3.98
HIP 89826,274.965505,36.06444696,K2IIIvar, 4.33
HIP 66458,204.3654038,36.29484073,A7III, 4.82
HIP 46952,143.5557374,36.39761338,G8III, 4.54
HIP 79119,242.2430357,36.49010935,K0III-IV, 4.73
HIP 102589,311.8521956,36.49073658,B6IV, 4.53
HIP 76669,234.8445158,36.63582763,B7V+..., 4.64
HIP 22678,73.15833005,36.70319636,K3III, 4.79
HIP 51233,156.9712187,36.70747818,G8III-IV, 4.20
HIP 1473,4.58210555,36.7853273,A2V, 4.51
HIP 45688,139.7111139,36.80289763,A1V, 3.82
HIP 99770,303.6332603,36.8061354,A2V, 4.93
HIP 84380,258.7618928,36.80915527,K3IIvar, 3.16
HIP 99303,302.3567364,36.83959003,B2.5V, 4.93
HIP 92791,283.6262029,36.89860518,M4IIvar, 4.22
HIP 85112,260.9207203,37.14592396,B9.5III, 4.15
HIP 66257,203.6989429,37.18243871,F2IV SB, 4.91
HIP 28380,89.93015897,37.21276409,A0p Si, 2.65
HIP 87808,269.0632439,37.25052158,K1IIvar, 3.86
HIP 84606,259.4178578,37.29134328,A2V, 4.64
HIP 27639,87.7600428,37.30568175,M1III, 4.72
HIP 97118,296.0689651,37.35426967,G8III, 4.89
HIP 75411,231.1230676,37.37696091,F0V, 4.31
HIP 22453,72.47777728,37.48818131,K4II, 4.89
HIP 91971,281.1930661,37.60505025,Am, 4.34
HIP 109937,333.9923757,37.74873483,K3III, 4.14
HIP 9977,32.12144102,37.85918337,A5IV-V, 4.78
HIP 23179,74.81406425,37.8904824,A1V, 4.93
HIP 100044,304.4466852,38.0329471,B2pe, 4.77
HIP 104887,318.6972776,38.04432043,F1IV, 3.74
HIP 94713,289.0920643,38.13372778,K0II, 4.35
HIP 55266,169.7830976,38.18572227,A2V, 4.76
HIP 71075,218.0198242,38.30788348,A7IIIvar, 3.04
HIP 63125,194.0076705,38.31824617,A0spe..., 2.89
HIP 13254,42.64547584,38.31890838,F2III, 4.22
HIP 44700,136.6324502,38.45225024,G8Ib-II, 4.56
HIP 24340,78.35721486,38.48467394,A4m, 4.82
HIP 98068,298.9656717,38.48670392,B5IV, 4.95
HIP 4436,14.18790699,38.49925513,A5V, 3.86
HIP 106551,323.6936559,38.53382684,K1III, 4.87
HIP 1366,4.27306518,38.68167915,A2V, 4.61
HIP 91262,279.2341083,38.78299311,A0Vvar, 0.03
HIP 14354,46.29373754,38.84053298,M3IIIvar, 3.32
HIP 81833,250.7239107,38.92246103,G8III-IV, 3.48
HIP 111841,339.8153288,39.05028301,O9V, 4.89
HIP 94481,288.4395365,39.14596968,B2.5IV, 4.43
HIP 27673,87.87246934,39.14847936,K0III, 3.97
HIP 27483,87.29358126,39.18113322,G8III, 4.51
HIP 34752,107.9137185,39.32054373,K4II-III, 4.91
HIP 105102,319.3539689,39.39469016,B9Iab, 4.22
HIP 14817,47.82250605,39.61157075,K1III, 4.61
HIP 91926,281.0948994,39.61259557,A8Vn, 4.59
HIP 47029,143.766052,39.62144313,K0III, 4.81
HIP 13879,44.69021034,39.66282739,A2Vn, 4.68
HIP 91919,281.0847388,39.66997686,F1V, 4.67
HIP 109754,333.4695894,39.71488928,K3III, 4.50
HIP 18532,59.46342138,40.01027315,B0.5V, 2.90
HIP 24813,79.78365993,40.10066732,G0V, 4.69
HIP 64540,198.4290895,40.15284766,K0III, 4.94
HIP 12623,40.5622035,40.19438688,F9V, 4.91
HIP 100453,305.5570835,40.2566815,F8Ib, 2.23
HIP 73555,225.486638,40.39063671,G8III, 3.49
HIP 51658,158.3083217,40.42554046,A7IV, 4.72
HIP 19811,63.72212566,40.48372394,G5II comp, 4.67
HIP 64844,199.385988,40.57256275,F3III, 4.72
HIP 7818,25.14501739,40.57710624,B8III, 4.96
HIP 76041,232.9458014,40.89936876,A5V, 4.98
HIP 14576,47.04220716,40.9556512,B8V, 2.09
HIP 23453,75.61950025,41.07588953,K4II comp, 3.69
HIP 3881,12.45345723,41.07895474,B5V SB, 4.53
HIP 103413,314.2933818,41.16719384,A1Vn, 3.94
HIP 23767,76.62862102,41.23464074,B3V, 3.18
HIP 21476,69.17264013,41.26485467,G8II comp, 4.25
HIP 61317,188.4378856,41.35676779,G0V, 4.24
HIP 7513,24.19990413,41.40638491,F8V, 4.10
HIP 50801,155.5825136,41.4994335,M0III SB, 3.06
HIP 32844,102.6915132,41.78156548,K3III, 4.99
HIP 44248,135.1614677,41.78344401,F5V, 3.96
HIP 80704,247.1605205,41.88169065,M6III:var, 4.83
HIP 113726,345.4801938,42.32597866,B6pv SB, 3.62
HIP 9640,30.97466283,42.32984832,B8V, 2.10
HIP 81126,248.5257886,42.43689565,B9Vvar, 4.20
HIP 77760,238.1674768,42.44998796,F9V, 4.60
HIP 31832,99.83261264,42.48901214,K3III, 4.80
HIP 17529,56.29851422,42.57854437,F5IIvar, 3.77
HIP 7918,25.44381547,42.61380692,G2V, 4.96
HIP 50372,154.2746956,42.91446855,A2IV, 3.45
HIP 111104,337.6219233,43.12338985,B2IV, 4.52
HIP 41075,125.7088754,43.18837233,K5III, 4.25
HIP 53295,163.4946083,43.19001538,A1Vs, 4.66
HIP 116631,354.5340797,43.2680761,B8V, 4.29
HIP 112917,343.0081137,43.31236494,M0III, 4.95
HIP 15648,50.36086309,43.32965174,A3V, 4.96
HIP 55560,170.7067242,43.48273665,G8II, 4.99
HIP 23416,75.49222507,43.82331397,F0Ia, 3.03
HIP 104060,316.2327325,43.92785122,K5Ibv SB, 3.72
HIP 92862,283.8336882,43.9458926,M5IIIvar, 4.08
HIP 10340,33.30558667,44.23168903,K4III, 4.84
HIP 111944,340.1282598,44.27628068,K3III, 4.50
HIP 116805,355.1018409,44.33397776,B9IVn, 4.15
HIP 103089,313.3114387,44.38726652,B5V, 4.80
HIP 54539,167.4160809,44.49855337,K1III, 3.00
HIP 14668,47.37345463,44.85788896,K0III, 3.79
HIP 79101,242.1924972,44.93481883,B9MNp..., 4.23
HIP 28360,89.88237261,44.94743492,A2V, 1.90
HIP 33485,104.4046874,45.09410202,A2Vn, 4.90
HIP 97165,296.2435088,45.13069195,B9.5III, 2.86
HIP 102098,310.3579727,45.28033423,A2Ia, 1.25
HIP 6813,21.9128547,45.40695287,F5IV, 4.83
HIP 6411,20.58497087,45.5287566,K0III-IV, 4.87
HIP 106481,323.4953036,45.59206564,G8III, 3.98
HIP 28404,89.98375587,45.93675346,M3IIvar, 4.30
HIP 82321,252.3091638,45.9834478,A2p..., 4.82
HIP 24608,79.17206517,45.99902927,M1: comp, 0.08
HIP 86414,264.8662185,46.00632216,B3V SB, 3.82
HIP 78592,240.6993795,46.03685378,B9III, 4.72
HIP 69732,214.0965682,46.08791894,A0sh, 4.18
HIP 102724,312.2345558,46.11414081,B3Ia, 4.81
HIP 79992,244.9351996,46.31327084,B5IV, 3.91
HIP 117221,356.5084956,46.42029095,G5Ib, 4.97
HIP 116584,354.3904487,46.45917621,G8III-IV, 3.81
HIP 20354,65.38811942,46.4989629,B4IV, 4.80
HIP 110351,335.2563679,46.53656484,B6V, 4.55
HIP 99675,303.4079278,46.74132417,K2II+..., 3.80
HIP 99639,303.325175,46.81567038,A5IIIn, 4.80
HIP 3414,10.8670447,47.02463657,A5V, 4.95
HIP 44471,135.9064949,47.15665934,A1Vn, 3.57
HIP 5434,17.37550908,47.2418241,B7III, 4.26
HIP 103632,314.9564595,47.52094507,B1ne, 4.74
HIP 104194,316.6503672,47.64840597,K4II, 4.56
HIP 73695,225.9486742,47.65401409,G2V + G2V, 4.83
