name,ra,dec,spect_type,vmag
HIP 112078,340.5249408,-5.10183894,M0, 6.28
HIP 85365,261.6580627,-5.08649188,F3V, 4.53
HIP 23875,76.96264146,-5.08626282,A3IIIvar, 2.78
HIP 16341,52.65437447,-5.07516332,B9Vs, 4.74
HIP 61134,187.9114206,-5.05266679,G9III:, 6.19
HIP 102624,311.9343246,-5.02760303,M3IIIvar, 4.43
HIP 73309,224.7208025,-4.98899499,F8V, 6.08
HIP 113184,343.7956011,-4.98787812,K0III-IV, 5.72
HIP 60418,185.8139496,-4.97443301,K0, 6.47
HIP 42299,129.3632272,-4.93401252,K0, 6.18
HIP 101911,309.7744306,-4.92950491,K0, 6.46
HIP 65323,200.8287717,-4.92438824,K3III, 5.88
HIP 29711,93.8735826,-4.91463574,A5IVs, 5.99
HIP 93805,286.5622914,-4.88233456,B9Vn, 3.43
HIP 26268,83.91452109,-4.8560862,F0III, 5.24
HIP 26237,83.84650694,-4.83834045,B2III..., 4.58
HIP 110578,336.0286194,-4.83700102,A0V, 5.79
HIP 4914,15.76085267,-4.83635047,K0III-IV, 5.40
HIP 88101,269.9031865,-4.82091169,K5III, 5.86
HIP 26477,84.47244552,-4.81403616,B2IV-V, 6.16
HIP 113345,344.3216913,-4.81009168,G9III, 6.31
HIP 28019,88.89740347,-4.78851544,A2III, 6.28
HIP 8094,25.97837552,-4.76543961,K0, 6.20
HIP 30772,96.98988336,-4.76214677,B2V, 5.06
HIP 88684,271.5629734,-4.75117796,K1IV, 5.74
HIP 92175,281.7936556,-4.74782871,G5II..., 4.22
HIP 103682,315.1408842,-4.72992404,G1V, 6.21
HIP 109647,333.1828949,-4.72059382,F7V, 6.39
HIP 41214,126.1517524,-4.71686289,F2V, 6.03
HIP 113686,345.3820915,-4.71147966,K0, 5.94
HIP 79882,244.5801699,-4.69260809,G8III, 3.23
HIP 29401,92.93216682,-4.66543156,B9MNp..., 6.18
HIP 23794,76.69019503,-4.65516319,B9.5V, 5.12
HIP 96556,294.4469017,-4.64750966,F3IV, 5.45
HIP 3552,11.35043331,-4.6292514,M0III, 6.15
HIP 28011,88.87564797,-4.61649597,K2III:, 5.87
HIP 60813,186.9649956,-4.6152824,F2III, 6.23
HIP 30660,96.64352725,-4.59739332,B2.5V, 6.16
HIP 29629,93.65294439,-4.56846315,B5V, 5.83
HIP 105412,320.2680243,-4.56015214,G7III:, 5.87
HIP 115953,352.3832338,-4.53218332,K3IIIvar, 6.26
HIP 105164,319.5461083,-4.51951158,B5V, 5.83
HIP 23941,77.18194475,-4.45624625,F2V, 5.11
HIP 26234,83.84298392,-4.42432372,B2.5V, 6.24
HIP 108506,329.7291084,-4.37249443,K2V, 6.24
HIP 56500,173.7455449,-4.36118013,K0, 6.43
HIP 3193,10.17658814,-4.35180551,K0III, 5.90
HIP 73165,224.29607,-4.34608634,F0V, 4.47
HIP 108102,328.543092,-4.27595735,K2III, 5.71
HIP 27212,86.51192813,-4.26831821,K1III..., 6.24
HIP 109466,332.6404334,-4.26686395,K0III-IV, 5.98
HIP 46543,142.385141,-4.24650832,G6IV, 6.25
HIP 48341,147.8084335,-4.24328092,A8III, 6.01
HIP 33971,105.728248,-4.23923814,B1V, 4.99
HIP 34622,107.5570079,-4.23763568,K0III, 4.91
HIP 111710,339.4392542,-4.22776291,K2III, 5.04
HIP 62915,193.4088359,-4.22450913,K0, 6.45
HIP 83262,255.2651063,-4.22245426,K4III, 4.82
HIP 79463,243.2358369,-4.22076069,A1V, 6.26
HIP 23475,75.68904194,-4.2101255,K3, 5.86
HIP 28949,91.66141788,-4.1938248,B5IV, 5.37
HIP 37088,114.3197106,-4.1110225,F6III, 5.14
HIP 9622,30.91868509,-4.10336397,K5Iab:, 5.61
HIP 27435,87.14543446,-4.09408727,G4V, 5.97
HIP 87847,269.1989509,-4.08180189,G9III, 5.44
HIP 99024,301.5508088,-4.07812491,K0, 6.47
HIP 50885,155.8604503,-4.07404512,B9p Si(CrSr), 5.93
HIP 93717,286.240248,-4.03135505,K1III, 5.40
HIP 41375,126.6134525,-3.98729976,A5III-IV, 5.60
HIP 106592,323.823443,-3.98329291,G9III:, 5.79
HIP 2353,7.50980355,-3.95729662,M0III, 5.72
HIP 79781,244.2303286,-3.95336481,A9Vn, 6.18
HIP 41307,126.4152955,-3.90636482,A0V, 3.91
HIP 34975,108.5452951,-3.90175914,K5III, 5.80
HIP 109442,332.5879106,-3.89397811,A1Vnn, 6.28
HIP 30595,96.44641262,-3.88902523,G9III, 6.33
HIP 83906,257.2272975,-3.8826068,G8IV-V, 6.35
HIP 77464,237.2367276,-3.81852811,A5IV, 5.53
HIP 63414,194.9147727,-3.81194179,A3V, 5.79
HIP 14819,47.82824506,-3.81155504,M1III, 6.08
HIP 41211,126.1464084,-3.75117744,F3V, 5.61
HIP 20507,65.92033483,-3.74533244,A2V, 5.17
HIP 51302,157.1831664,-3.74231608,A1sp..., 6.05
HIP 29575,93.47601857,-3.74142288,G8III, 5.83
HIP 13717,44.15602146,-3.71221461,A3Vn, 5.16
HIP 93526,285.7270496,-3.69900363,A1V, 5.40
HIP 79593,243.586526,-3.69397562,M1III, 2.73
HIP 88175,270.1205018,-3.69016112,F3V, 4.62
HIP 7999,25.68132047,-3.69011692,K3II-III, 4.98
HIP 39079,119.934103,-3.67957835,K2III, 4.93
HIP 55084,169.1656837,-3.65151412,A7IVn, 4.45
HIP 50893,155.8860977,-3.64286765,K5, 6.39
HIP 89512,273.991377,-3.61798359,A4V, 6.35
HIP 21428,69.00696699,-3.6116221,B7III, 6.34
HIP 2762,8.8110039,-3.59275785,F8V..., 5.20
HIP 90174,276.0149911,-3.58304161,F6III-IV, 6.36
HIP 26624,84.87980519,-3.56470944,A8Vs, 5.99
HIP 105767,321.3206872,-3.55657786,K4III, 5.48
HIP 118209,359.6683774,-3.55580738,G9III, 4.88
HIP 111965,340.1998353,-3.55413415,F6V, 6.32
HIP 62875,193.2971295,-3.55308979,F5V, 6.11
HIP 68380,209.9554035,-3.54965113,F8V, 6.36
HIP 7362,23.71379541,-3.52380859,K0, 6.44
HIP 30627,96.54001992,-3.51584922,G5, 6.42
HIP 114822,348.8927705,-3.49637244,A3V, 5.56
HIP 79195,242.4605514,-3.46673076,K4III, 5.39
HIP 25708,82.3487568,-3.44637074,K1III..., 5.80
HIP 43305,132.3405736,-3.44297063,B9MNp..., 5.30
HIP 7597,24.46688941,-3.44065222,K5, 6.43
HIP 77516,237.4052738,-3.43014112,A0V, 3.54
HIP 105729,321.2153285,-3.3982351,F0III, 6.38
HIP 12247,39.42407297,-3.39606767,G5III:, 5.65
HIP 17086,54.90980877,-3.3928423,G5, 6.22
HIP 63494,195.1498271,-3.3686079,K2III, 5.99
HIP 100977,307.1037057,-3.35774231,B9V, 6.12
HIP 21444,69.07975243,-3.352448,B2III SB, 3.93
HIP 92524,282.8423218,-3.3178048,F2III, 6.08
HIP 25667,82.2371307,-3.30741204,A0Vn, 6.39
HIP 108144,328.6495799,-3.30119185,F5IV, 6.24
HIP 22109,71.37558764,-3.25462465,B5IV, 4.01
HIP 26263,83.89960025,-3.25283754,B3IV, 6.40
HIP 6283,20.14405465,-3.24700031,K1III, 6.26
HIP 12584,40.45138697,-3.21377678,G9III:, 6.07
HIP 21192,68.15642848,-3.20950026,B9III, 5.76
HIP 69747,214.1257434,-3.19622588,A1V, 6.15
HIP 91394,279.5991472,-3.19372155,F9IV, 6.49
HIP 47242,144.4414234,-3.17060829,K0, 6.45
HIP 117761,358.2313339,-3.15537813,G9III, 5.93
HIP 59010,181.4992944,-3.13154264,G8III:, 6.37
HIP 97871,298.3280131,-3.11449682,A5pvar, 5.63
HIP 53035,162.772667,-3.09264065,K2, 5.95
HIP 77660,237.8151976,-3.09042957,A3Vn, 5.09
HIP 28413,90.01393918,-3.07407681,K2IIIvar, 4.53
HIP 23643,76.2271905,-3.03967236,B5IV, 6.04
HIP 145,0.45598912,-3.02747891,B7III-IV, 5.13
HIP 89587,274.2212119,-3.00673658,G3III, 5.99
HIP 56127,172.5786742,-3.00345887,K4III, 4.77
HIP 39863,122.1485736,-2.98377649,G2Ib, 4.36
HIP 35737,110.5774652,-2.97915985,F5, 6.23
HIP 10826,34.83661103,-2.97706055,M5e-M9e, 6.47
HIP 18255,58.57286091,-2.95473348,G8III, 4.46
HIP 22189,71.60063178,-2.9543984,A2V, 6.33
HIP 30093,94.9983516,-2.94449028,M1III, 4.91
HIP 111171,337.8267706,-2.91118194,K0, 6.15
HIP 89962,275.3288358,-2.897122,K0III-IV, 3.23
HIP 26820,85.41795123,-2.89651493,A9IV-V, 6.41
HIP 101101,307.4123278,-2.8854763,K2III, 4.91
HIP 97244,296.4676403,-2.88344929,B3III, 6.47
HIP 39172,120.1839075,-2.88192476,B2.5Ve, 6.41
HIP 14040,45.2119809,-2.87864142,M2III, 6.11
HIP 6605,21.20281063,-2.84852187,G8III, 6.17
HIP 26713,85.15539545,-2.8252412,B1.5V, 6.22
HIP 33243,103.7455012,-2.80358713,G6III:, 6.03
HIP 100758,306.4271993,-2.80028034,K1III:, 6.10
HIP 95937,292.6659332,-2.78886135,M1IIIvar, 5.03
HIP 13874,44.67538999,-2.78272383,A2IV, 5.22
HIP 11261,36.24328387,-2.78001486,A0III, 6.34
HIP 46509,142.2868282,-2.76895627,F6V, 4.59
HIP 117375,356.9853611,-2.76161103,G8III, 5.49
HIP 73497,225.3325414,-2.75487208,M0III, 5.52
HIP 51362,157.3697113,-2.73904701,B9.5V, 5.19
HIP 82405,252.5927069,-2.65424668,F1III-IV, 6.32
HIP 42951,131.3365214,-2.60102981,F2+..., 6.41
HIP 26549,84.68652211,-2.60006791,O9.5V..., 3.77
HIP 101692,309.1817794,-2.54991814,K5II, 4.91
HIP 635,1.93373158,-2.54868621,B8IIIsp..., 6.43
HIP 31733,99.58526906,-2.54391246,K2, 6.14
HIP 12720,40.87043285,-2.53149459,K0, 6.48
HIP 41564,127.121493,-2.51710024,A5m, 6.42
HIP 5951,19.15144476,-2.5002128,G5III-IVe, 5.42
HIP 24162,77.82970507,-2.49078592,F5V, 5.89
HIP 102561,311.7648891,-2.48685951,K2, 6.28
HIP 53907,165.4569537,-2.48449705,K5III, 4.73
HIP 21547,69.40044421,-2.47339212,F0V, 5.22
HIP 13951,44.92151015,-2.46490094,B9.5V, 5.56
HIP 97687,297.7962592,-2.46088946,K5III, 6.12
HIP 664,2.05038298,-2.44769895,K2III, 6.18
HIP 56775,174.6003789,-2.43593788,G9III, 6.22
HIP 101921,309.8051922,-2.41298335,B7IIIn, 6.23
HIP 75101,230.196555,-2.412917,K0V, 6.34
HIP 25281,81.11923774,-2.39713844,B1V + B2, 3.35
HIP 113421,344.5647703,-2.39534611,G8IV, 6.17
HIP 10305,33.19717997,-2.3934596,F8V, 5.65
HIP 85042,260.7135806,-2.38791454,G5IV, 6.28
HIP 81300,249.0882646,-2.32383592,K2V, 5.77
HIP 72631,222.7542505,-2.29884995,G8..., 4.93
HIP 32698,102.3183923,-2.27202783,B8IIIn, 5.75
HIP 70012,214.8856226,-2.26534352,G9III, 5.14
HIP 53240,163.3543305,-2.25500952,K0III+..., 6.12
HIP 24130,77.74156183,-2.25374808,G8III, 6.24
HIP 5594,17.93142731,-2.25102487,K4III, 5.93
HIP 70755,217.0509181,-2.22795009,G2III, 4.81
HIP 1939,6.12362201,-2.2189614,K1III, 6.08
HIP 23092,74.54543641,-2.21276853,A2V, 6.34
HIP 46529,142.3519641,-2.20517624,F0III, 6.14
HIP 108874,330.8284569,-2.15533588,B7IVe, 4.74
HIP 86476,265.0497773,-2.15227627,K2.5Ib, 6.08
HIP 42028,128.5068215,-2.15160482,A1V, 5.80
HIP 53273,163.4323372,-2.12924149,G8III, 5.45
HIP 80227,245.662125,-2.07985224,B9V, 6.24
HIP 23296,75.16589851,-2.06602481,A8IV, 6.31
HIP 43026,131.5102182,-2.04876829,K0III:, 5.70
HIP 90642,277.4206769,-1.98522563,K0III, 5.38
HIP 52863,162.1690282,-1.95891494,M2III, 5.92
HIP 26727,85.18968672,-1.94257841,O9.5Ib SB, 1.74
HIP 48839,149.4329085,-1.94177088,G5, 6.43
HIP 36388,112.327814,-1.90530704,K5III, 5.60
HIP 43142,131.8125319,-1.89705972,A3V, 5.28
HIP 10234,32.89933984,-1.82534866,G9III:, 5.94
HIP 77227,236.523541,-1.80411556,B8III, 5.39
HIP 92963,284.0944231,-1.79981538,B9III, 6.20
HIP 115945,352.362481,-1.79115943,K0, 6.35
HIP 58603,180.2572908,-1.76798636,G8III:, 6.32
HIP 33210,103.6751793,-1.75648542,B3IVe+..., 6.20
HIP 52316,160.3511114,-1.74120123,K1IV, 6.25
HIP 55941,171.9738779,-1.69995329,K2III:, 6.23
HIP 83738,256.7205768,-1.65611713,A9V, 6.34
HIP 85307,261.4910005,-1.65190384,F3V, 6.44
HIP 26953,85.78881564,-1.61317771,K4III, 6.31
HIP 82693,253.544167,-1.61210963,F0V, 6.25
HIP 105046,319.1644067,-1.60771816,K0, 6.48
HIP 109984,334.1402975,-1.59636796,A5Vn, 6.16
HIP 25980,83.1723102,-1.59183293,B1IV, 5.34
HIP 90253,276.2383548,-1.57940317,F1V, 6.15
HIP 62103,190.9084254,-1.57681459,G8IIIp, 5.91
HIP 111394,338.5120371,-1.57417924,G6III, 5.88
HIP 18788,60.38347446,-1.54962625,B5V, 5.28
HIP 17950,57.56710121,-1.52263503,F2, 6.47
HIP 30666,96.66496281,-1.50726444,A3Vn, 5.87
HIP 67929,208.6758185,-1.50307142,K2III, 5.16
HIP 25368,81.40207153,-1.49129225,B3V, 6.44
HIP 79522,243.4109459,-1.47514027,K0, 6.45
HIP 26108,83.51689842,-1.47020476,K5III, 5.92
HIP 46288,141.592957,-1.46406552,K3III, 6.01
HIP 61941,190.4166756,-1.44952231,F0V+..., 2.74
HIP 72122,221.2989174,-1.41752729,M1III, 6.06
HIP 24847,79.89701156,-1.4118959,B1.5Vn, 6.33
HIP 113433,344.5983816,-1.41019267,F0V, 6.38
HIP 24493,78.82717763,-1.40906138,F0IV, 6.15
HIP 39211,120.3054016,-1.39242418,K4III, 4.69
HIP 110395,335.4137498,-1.38735315,A0V, 3.86
HIP 65796,202.3122526,-1.3642843,K0III, 6.42
HIP 33873,105.4704558,-1.34578762,K0, 6.20
HIP 32617,102.079533,-1.31883901,F1V, 5.75
HIP 96468,294.1803189,-1.28655047,B5III, 4.36
HIP 46504,142.2597347,-1.25691594,F0Vn, 6.27
HIP 116323,353.5373106,-1.24753498,A2m, 5.91
HIP 87428,267.9976995,-1.2368115,K0, 6.33
HIP 31278,98.40800314,-1.22011054,B5Vn, 5.09
HIP 26311,84.05338572,-1.20191725,B0Ia, 1.69
HIP 14954,48.19301506,-1.19593294,F8V, 5.07
HIP 65545,201.5478368,-1.19248368,A7III, 5.97
HIP 76133,233.2414495,-1.18629929,K0III, 5.50
HIP 46776,142.9955615,-1.18465438,A3V, 4.54
HIP 40263,123.3408023,-1.16589834,K0, 6.48
HIP 17457,56.12711667,-1.16307844,B7V, 5.24
HIP 26063,83.38102882,-1.15607162,B1V, 5.36
HIP 19725,63.40894148,-1.1497257,B5IV, 6.45
HIP 4147,13.25204382,-1.1442206,M0III, 4.78
HIP 47431,144.9638916,-1.14265722,K3IIIvar, 3.90
HIP 26736,85.21131577,-1.12878569,B2IV-V, 4.95
HIP 33184,103.6027375,-1.1269609,A4IV, 5.44
HIP 17120,54.99812309,-1.12121089,G5, 6.12
HIP 101847,309.5844729,-1.10507951,G8III SB, 4.31
HIP 25737,82.43325647,-1.09217557,K5III, 4.71
HIP 116146,352.9898382,-1.08592434,K1III, 6.39
HIP 83853,257.0569006,-1.07937767,A3V, 6.06
HIP 100232,304.9301687,-1.07859255,K0, 6.05
HIP 23041,74.32171783,-1.06719185,F2, 6.25
HIP 85667,262.599465,-1.06250365,G8IV-V, 5.31
HIP 21718,69.94670263,-1.05243771,K0, 6.11
HIP 43246,132.1561727,-1.04483247,K0, 6.42
HIP 26106,83.51620482,-1.03571938,B2.5V, 6.24
HIP 11791,38.03931801,-1.03481751,G3III:, 5.36
HIP 75342,230.9319423,-1.02231511,F0V, 6.11
HIP 99631,303.307781,-1.00926621,K5III, 5.44
HIP 90844,277.9874524,-1.00296614,A4III, 5.93
HIP 81687,250.2980512,-1.0002837,A7III, 6.25
HIP 28252,89.54876554,-0.99396796,K0, 6.21
HIP 51117,156.653928,-0.98807769,K0, 6.33
HIP 5833,18.70491873,-0.97429411,F5V, 5.70
HIP 92117,281.6190946,-0.96163956,A2m, 5.89
HIP 30545,96.31836214,-0.94535265,F8V, 5.88
HIP 15383,49.5928283,-0.93014105,K1IV, 5.62
HIP 40858,125.0540686,-0.90910329,F9V, 6.18
HIP 108991,331.1976411,-0.90623994,A5m, 5.29
HIP 50887,155.86805,-0.9021621,G5, 6.45
HIP 95073,290.1486799,-0.89216854,B9III, 5.46
HIP 83635,256.3844035,-0.8920654,B1V, 5.63
HIP 25282,81.12046283,-0.89166902,K0III, 5.07
HIP 11046,35.55169522,-0.88474037,F0Vn, 5.42
HIP 25240,80.96388815,-0.86662418,F7V, 6.13
HIP 72449,222.2254147,-0.84769586,B9Vsvar..., 6.15
HIP 69493,213.4194541,-0.84512445,F7Vw, 5.89
HIP 56647,174.2372077,-0.82385424,G9III, 4.30
HIP 99473,302.8261033,-0.82147569,B9.5III, 3.24
HIP 25732,82.42330541,-0.80241717,A2, 6.49
HIP 60030,184.6679085,-0.7871448,A5Vn, 5.90
HIP 54027,165.8106339,-0.75206922,F0V, 6.12
HIP 98844,301.0964711,-0.70902114,K4III, 5.67
HIP 12530,40.30779517,-0.69534847,F7IV, 5.72
HIP 99171,302.0073124,-0.67802026,K1IV, 5.97
HIP 64838,199.374554,-0.67604128,F0V, 6.36
HIP 60129,184.976631,-0.66674709,A2IV, 3.89
HIP 51437,157.5729294,-0.63697208,B6V, 5.08
HIP 96807,295.1804703,-0.6212928,A3IV, 5.64
HIP 66249,203.673978,-0.59593821,A3V, 3.38
HIP 39625,121.456839,-0.57332266,K0, 6.40
HIP 24041,77.51358512,-0.56519928,K0III, 6.11
HIP 102770,312.3218893,-0.56327506,M3, 6.24
HIP 32851,102.707579,-0.54042726,F2V, 5.78
HIP 29716,93.89315534,-0.51165873,F6V, 5.62
HIP 6226,19.9512172,-0.5089949,A7V..., 5.87
HIP 2787,8.88645754,-0.50545908,F5IV, 5.94
HIP 417,1.26581912,-0.50290553,G9III:, 6.32
HIP 34769,107.9660849,-0.49278056,A2V, 4.15
HIP 44356,135.491731,-0.48284175,K0III, 5.64
HIP 74901,229.6088872,-0.46123725,K5III, 5.88
HIP 88671,271.5310022,-0.4460979,G8IIp, 6.32
HIP 84514,259.15294,-0.44514192,K2III, 4.72
HIP 94149,287.4649704,-0.42809819,B5Vn, 6.34
HIP 25028,80.38268211,-0.41649397,B3V, 5.68
HIP 6717,21.61382606,-0.3989861,K0IV, 6.42
HIP 106758,324.390721,-0.39049406,A2V, 6.22
HIP 25044,80.4406153,-0.38246922,B2IV-V, 4.72
HIP 49641,151.9845649,-0.37162786,A0III, 4.48
HIP 9631,30.9505127,-0.34014611,G5V..., 5.96
HIP 99624,303.268438,-0.33079848,K5, 6.47
HIP 109074,331.4459387,-0.31982656,G2Ib, 2.95
HIP 57629,177.2558422,-0.31867805,F7V, 6.15
HIP 91322,279.3998104,-0.30942411,A2V, 5.76
HIP 34724,107.8484651,-0.30190562,F2V, 5.44
HIP 25930,83.00166562,-0.2990934,O9.5II, 2.25
HIP 17506,56.23526063,-0.29671559,K4III, 5.56
HIP 30720,96.8149602,-0.27598684,K5III, 5.55
HIP 18859,60.65273634,-0.26831052,F5V, 5.38
HIP 72629,222.7504735,-0.25750738,K3III, 6.18
HIP 95222,290.5896244,-0.25227829,G8III:, 5.81
HIP 110091,334.5179029,-0.23752268,F3V, 6.39
HIP 53167,163.1503986,-0.20159519,K5III, 6.31
HIP 73193,224.3884012,-0.16754803,K1III, 5.51
HIP 35080,108.8308838,-0.16129299,G5III, 6.42
HIP 25223,80.92628584,-0.15981294,B1.5V, 5.69
HIP 73536,225.4538141,-0.14025867,M2III, 5.71
HIP 111497,338.8388705,-0.11736123,B9IV-Vn, 4.04
HIP 20341,65.36270888,-0.09786658,K2, 5.86
HIP 54849,168.4399171,-0.06950857,A0V, 5.40
HIP 2100,6.65572204,-0.04953631,G8III, 6.16
HIP 21139,67.96945612,-0.04399115,K3II-III, 4.91
HIP 110960,337.2075023,-0.02006304,F3III-IV, 3.65
HIP 26149,83.62203574,-0.01233696,G5, 6.25
HIP 54049,165.9026141,-0.00083195,K3III, 5.95
HIP 25976,83.15820239,0.01196223,K5, 6.15
HIP 9827,31.62196116,0.03536862,K0, 6.29
HIP 80708,247.1764659,0.05509353,K5, 6.46
HIP 87875,269.2679287,0.06668731,A3V, 5.95
HIP 48413,148.0499986,0.07567169,G9III, 6.34
HIP 38306,117.7225801,0.07954261,K2III, 6.38
HIP 104872,318.6542863,0.09228716,M1III, 6.38
HIP 101746,309.3265772,0.09700261,B8IIIp, 6.21
HIP 117887,358.6943635,0.10934429,M5IIb, 5.78
HIP 9589,30.7983571,0.12845397,A5III, 5.42
HIP 55595,170.824892,0.13206925,K3, 6.05
HIP 35712,110.5144897,0.17712559,B8III, 5.99
HIP 113610,345.1578318,0.18583971,G4III, 6.22
HIP 37614,115.7725736,0.18936449,K0III, 6.17
HIP 90441,276.8021248,0.19612982,G0III+..., 5.20
HIP 17805,57.16215134,0.22787124,K3III, 5.91
HIP 95812,292.3250807,0.24610506,K2, 6.25
HIP 11687,37.68847239,0.25587583,A7III-IVs, 6.00
HIP 97980,298.6865512,0.27365959,A0III, 5.60
HIP 115476,350.882937,0.2912976,K2, 6.33
HIP 30717,96.80733207,0.29926632,K1II, 5.19
HIP 12387,39.87061789,0.3285168,B2IV, 4.08
HIP 85537,262.2070527,0.33057703,A8V, 5.41
HIP 26762,85.27328514,0.33768602,F0IV, 5.93
HIP 95585,291.6295403,0.33857566,F2Ib, 4.64
HIP 94913,289.7122248,0.33900138,K0II-III:.., 6.40
HIP 74689,228.9547494,0.37210753,A4V, 5.62
HIP 70022,214.9207196,0.38436366,A7V, 6.18
HIP 11021,35.48597927,0.39569203,M2III, 5.29
HIP 16852,54.21882896,0.40283316,F9V, 4.29
HIP 103414,314.2940432,0.46393242,K2III, 6.06
HIP 22840,73.71128549,0.46717846,B5V, 5.98
HIP 101936,309.8534644,0.4864919,K1III, 5.15
HIP 31992,100.2726878,0.4953354,B8III, 5.79
HIP 25378,81.44590528,0.52024371,B2.5V, 6.18
HIP 58445,179.7640651,0.53060794,K2IV, 6.18
HIP 105819,321.4648124,0.53430605,A1IV, 6.45
HIP 58002,178.4595902,0.55210721,F0V, 6.31
HIP 28296,89.70658741,0.55297359,A1Vs, 5.21
HIP 24377,78.44687015,0.56046647,M0V, 6.33
HIP 16846,54.19711994,0.58815498,G5IV/V +K1IV, 5.82
HIP 108691,330.2708793,0.60474348,K4III:, 5.60
HIP 88148,270.0652564,0.62948791,A3spe..., 6.36
HIP 80693,247.141572,0.66516717,K4IIIp, 5.41
HIP 87812,269.0766792,0.67035571,B2IV-V, 5.82
HIP 35751,110.6179037,0.70095228,G5, 6.43
HIP 83601,256.3201183,0.70337361,F9V, 6.00
HIP 75119,230.25842,0.71558981,K3III, 5.35
HIP 72154,221.3759522,0.71729003,B9.5V, 5.68
HIP 23408,75.45979252,0.72216704,K0, 5.91
HIP 53423,163.9264043,0.73693069,F2III, 5.91
HIP 70894,217.4604566,0.82891135,A5IV, 5.96
HIP 92386,282.4049358,0.83623568,A1V, 6.24
HIP 99585,303.1463467,0.8671023,A0, 6.25
HIP 31446,98.81595606,0.89022204,B8Ib, 5.78
HIP 77186,236.414588,0.89104971,K0III, 6.32
HIP 15800,50.90128167,0.91031067,K0, 6.47
HIP 113521,344.8641773,0.96309154,K1III:, 5.43
HIP 27939,88.68349348,0.96861499,K0III, 5.99
HIP 21515,69.30698431,0.99832711,B7V, 5.32
HIP 32682,102.2652377,1.00207185,B3II-III, 6.16
HIP 97804,298.1181826,1.00567827,F6Ibv SB, 3.87
HIP 82037,251.3736532,1.02014536,B9.5III, 6.02
HIP 53141,163.0570468,1.02498206,A3V, 6.37
HIP 80179,245.5185001,1.02892219,F0V, 4.82
HIP 24203,77.93896,1.03705465,F5, 5.88
HIP 68092,209.1162224,1.05054828,A8V, 5.90
HIP 113167,343.7478088,1.06489117,A7III, 6.11
HIP 100664,306.1562232,1.06839246,B9V, 6.14
HIP 117491,357.364482,1.07619547,A5m, 5.77
HIP 94885,289.6353702,1.08508548,K2II-IIIvar, 5.10
HIP 105864,321.616619,1.10375193,F5V, 6.12
HIP 115768,351.8115219,1.12268705,G7III, 6.26
HIP 38870,119.3182928,1.1270223,F6V, 6.35
HIP 27253,86.64566124,1.16853796,G4V, 5.95
HIP 29746,93.97490252,1.16900467,F5IV:, 6.37
HIP 23680,76.34880992,1.17763581,N5, 6.10
HIP 81734,250.4272529,1.18110145,F2.7III-IV, 5.74
HIP 84500,259.1321602,1.21058377,B5Vnn, 5.89
HIP 82480,252.8539112,1.21598136,A2Vs, 5.51
HIP 28232,89.47711006,1.22430693,M0III, 6.22
HIP 70319,215.8131427,1.2427295,G1V, 6.25
HIP 81691,250.3197565,1.24548334,K0, 6.40
HIP 115738,351.7329388,1.25583758,A0p, 4.95
HIP 107144,325.5421471,1.28527344,K2III, 5.66
HIP 25582,82.00612814,1.29824815,B2V, 6.41
HIP 87491,268.1477635,1.30504981,K5III, 5.91
HIP 88290,270.4382897,1.30510936,A2Vn, 4.42
HIP 114005,346.3233862,1.30717903,G9III, 6.39
HIP 116422,353.8691918,1.31319815,K0, 6.47
HIP 69340,212.8803254,1.36232319,F7V, 6.42
HIP 4979,15.95398626,1.36694516,F1V, 6.06
HIP 100672,306.1739751,1.36861212,K5, 6.41
HIP 110672,336.3192186,1.37739245,B1Ve, 4.80
HIP 98385,299.8443086,1.37753175,G8III, 6.17
HIP 20884,67.13378878,1.38087416,B3V, 5.53
HIP 55650,171.0097364,1.40776375,G8IIICN..., 5.39
HIP 44738,136.7497736,1.46273239,M1III, 6.16
HIP 26885,85.61943491,1.47466498,K1III, 4.90
HIP 103892,315.7628688,1.53219038,F5V, 6.24
HIP 68520,210.4115965,1.54458338,A3V, 4.23
HIP 23419,75.50011262,1.60884108,B8V, 6.45
HIP 31766,99.65911442,1.61352424,O9.5II, 6.23
HIP 55249,169.7290896,1.65053072,K0III:, 5.90
HIP 1421,4.4485222,1.68870485,K0II, 6.19
HIP 23123,74.63709525,1.71403506,K2IIvar, 4.47
HIP 6432,20.65381169,1.72644123,M0III, 6.21
HIP 10723,34.50510951,1.75689975,G0.5IV, 5.60
HIP 57757,177.6720255,1.76537705,F8V, 3.59
HIP 74975,229.8274163,1.76665611,F8III-IV, 5.04
HIP 38373,117.9249867,1.76687765,B8II, 5.12
HIP 116928,355.5120074,1.7804172,A7V, 4.49
HIP 47960,146.5985124,1.78568624,F4IV, 5.65
HIP 25751,82.47822116,1.78926104,B2V, 5.77
HIP 93580,285.8843291,1.81893472,A4V, 5.82
HIP 106544,323.6781715,1.82918895,M3, 6.41
HIP 28271,89.60182982,1.83712742,A5me del Del, 5.89
HIP 75761,232.1595269,1.84216258,A8IV, 5.15
HIP 25302,81.18677704,1.84644611,B1V:pe, 4.89
HIP 8998,28.97391411,1.84951901,F7V+..., 6.01
HIP 61658,189.5935503,1.85470456,M3III, 5.68
HIP 27750,88.11017813,1.8551579,K2IIvar, 4.76
HIP 20848,67.01508838,1.85858198,G9III, 6.14
HIP 14315,46.15854814,1.8636056,K0III, 6.05
