name,ra,dec,spect_type,vmag
HIP 84445,258.9640022,-30.21062099,B9/B9.5V, 6.20
HIP 47868,146.3417283,-30.20276206,B0IV, 6.45
HIP 12288,39.57748196,-30.19388274,F5V, 5.84
HIP 17738,56.98342907,-30.16732063,G6III, 5.52
HIP 50868,155.8047452,-30.16223451,A9IV, 6.25
HIP 74857,229.457687,-30.14866233,K1II/III, 4.35
HIP 104148,316.5046813,-30.12495361,K0/K1III, 5.69
HIP 30122,95.07827982,-30.06337656,B2.5V, 3.02
HIP 12122,39.03865189,-30.04496366,G8/K0III, 5.74
HIP 22280,71.95649059,-30.02059732,K0III, 6.35
HIP 99878,303.9607744,-30.0052966,K4III, 6.30
HIP 40656,124.4927549,-30.00370618,K0III, 6.43
HIP 9440,30.3116514,-30.00156583,G8III, 5.34
HIP 54430,167.0657098,-29.97245501,A1V, 6.47
HIP 108952,331.0993094,-29.91653781,K5III, 6.45
HIP 7463,24.03512124,-29.9074336,F2V, 5.69
HIP 77729,238.0537069,-29.88634407,K0III, 6.39
HIP 93506,285.6530143,-29.88011429,A3IV, 2.60
HIP 85423,261.8386001,-29.86669942,F3III, 4.28
HIP 13768,44.30380182,-29.85527529,A2/A3V:+..., 6.29
HIP 89931,275.2484234,-29.82803914,K3III, 2.72
HIP 90485,276.9561848,-29.81690216,F8V, 5.90
HIP 15024,48.40806266,-29.80412191,K1IICN..., 6.17
HIP 76600,234.6641015,-29.77768935,B2.5V, 3.66
HIP 21248,68.3776229,-29.76583186,K0III, 4.49
HIP 28899,91.52304862,-29.75852227,A1V, 5.79
HIP 95619,291.7352927,-29.74310537,B8/B9V, 5.66
HIP 85442,261.9064881,-29.7244896,B9.5IV, 5.98
HIP 183,0.58297574,-29.72044805,B4V, 5.04
HIP 80399,246.1655257,-29.70446361,G0, 5.40
HIP 91172,278.9985062,-29.69907952,K1III, 6.36
HIP 106564,323.7208012,-29.69608094,B8IIIw, 6.42
HIP 9521,30.61781113,-29.66566527,A3III, 6.40
HIP 45249,138.3397246,-29.66442214,K5III, 6.38
HIP 51364,157.3708891,-29.66385399,K3III, 5.58
HIP 113368,344.4117732,-29.62183701,A3V, 1.17
HIP 88567,271.2550938,-29.5800762,G0Ib/II, 4.66
HIP 66060,203.1438305,-29.56528224,F5IV, 6.45
HIP 42483,129.9270448,-29.56086189,G5III, 4.86
HIP 66563,204.6755248,-29.56067984,F3V, 5.81
HIP 2661,8.42108802,-29.55820696,K1III, 5.55
HIP 112862,342.8372682,-29.53627381,G8/K0III, 5.99
HIP 4932,15.82401808,-29.52577074,G8IIICN..., 6.28
HIP 94272,287.8283533,-29.50224142,B8/B9V, 6.28
HIP 70753,217.0435139,-29.49157976,B7/B8V, 4.97
HIP 118277,359.866257,-29.48515314,K5III, 5.59
HIP 43370,132.5093402,-29.46301021,G8III, 5.86
HIP 113532,344.8990114,-29.46232352,F0V, 5.51
HIP 27705,87.99828407,-29.44939942,K3III, 6.47
HIP 79302,242.7588628,-29.41600661,K0III, 5.09
HIP 92643,283.1543547,-29.37956282,K1III, 6.12
HIP 112102,340.5919842,-29.36099924,M3III, 6.12
HIP 4577,14.65144118,-29.35746436,B7IIIp, 4.30
HIP 17618,56.61426555,-29.33816606,A2V, 5.91
HIP 95456,291.2668791,-29.30920884,K3III, 5.91
HIP 35904,111.023771,-29.30311979,B5Ia, 2.45
HIP 9677,31.12262534,-29.29683966,B9.5p (Si), 4.68
HIP 69623,213.7553248,-29.28186854,A1V, 6.10
HIP 345,1.08457463,-29.26883006,A1V, 6.38
HIP 56280,173.0684061,-29.26137351,F8V, 4.93
HIP 78104,239.2211944,-29.21401221,B2IV/V, 3.87
HIP 57001,175.285847,-29.19682236,G2III/IV, 6.44
HIP 73171,224.3071673,-29.15760702,B8/B9V, 6.28
HIP 36258,111.9965307,-29.1559018,B9Vsp..., 5.55
HIP 27901,88.5585207,-29.14710228,F3V, 6.34
HIP 78575,240.6641632,-29.13577664,K2/K3III, 6.07
HIP 101211,307.73663,-29.11265034,A5V, 6.35
HIP 67523,207.5272578,-29.08124029,A0V, 6.19
HIP 50456,154.5316691,-28.99202661,B9.5Ib/II, 5.52
HIP 14879,48.01783332,-28.98910623,F8V, 3.80
HIP 1708,5.37990144,-28.98129509,K0III, 5.18
HIP 33579,104.6564445,-28.97208931,B2II, 1.50
HIP 37677,115.9519672,-28.9548352,A2Iab, 3.94
HIP 13907,44.77705541,-28.90707982,K1III, 6.14
HIP 75790,232.2445393,-28.86681151,G0V, 6.43
HIP 113669,345.3306146,-28.85390821,K3III, 5.55
HIP 46026,140.8014014,-28.83392305,G8III, 4.71
HIP 114254,347.0879015,-28.82356853,G8III, 5.60
HIP 44130,134.8160445,-28.80607879,G8III, 6.24
HIP 15357,49.51038343,-28.797036,F3V+..., 5.93
HIP 97515,297.2980395,-28.78873269,F3V, 6.04
HIP 46329,141.68714,-28.78768232,B5V, 6.12
HIP 30503,96.18328956,-28.77981914,G2V, 6.37
HIP 105228,319.7263361,-28.76565847,K0IV, 6.40
HIP 88012,269.6627094,-28.75907603,B3II/III, 5.99
HIP 111801,339.6862602,-28.74818538,K1III, 6.46
HIP 26309,84.04282744,-28.70800575,A2III/IV, 6.26
HIP 66065,203.149842,-28.6927144,A0/A1V, 5.69
HIP 26460,84.43601282,-28.68979391,F5V, 5.28
HIP 100738,306.3617516,-28.66327932,G8II/III, 5.86
HIP 89622,274.3503308,-28.65202985,A5V, 6.18
HIP 27303,86.76908719,-28.6389386,B5III, 6.22
HIP 43215,132.0609723,-28.63877951,M5III, 6.42
HIP 93925,286.8785054,-28.63678162,K3III, 6.05
HIP 46810,143.0768557,-28.62787596,F3V, 6.43
HIP 43394,132.5902088,-28.61760308,B9V, 6.17
HIP 79881,244.5746702,-28.61377598,A0V:, 4.80
HIP 49967,153.0119894,-28.60595499,A0V, 6.28
HIP 67890,208.5697986,-28.56942861,K2III, 6.05
HIP 33094,103.3906464,-28.53872019,G3/G5V, 6.05
HIP 81992,251.250868,-28.50965621,A3IV, 5.99
HIP 33760,105.177198,-28.48947369,F3/F5V, 6.28
HIP 58158,178.9172046,-28.47703681,K4III, 5.93
HIP 88839,272.0206792,-28.45701627,K0IIICNpvar, 4.55
HIP 108661,330.2092294,-28.45373726,B8/B9V+..., 5.43
HIP 114969,349.2863809,-28.43803072,M1/M2III, 6.24
HIP 90012,275.5005539,-28.42995389,A3III, 6.15
HIP 79399,243.0668952,-28.4172057,B9V, 5.67
HIP 37648,115.8849819,-28.41095714,K5III, 4.63
HIP 115121,349.763686,-28.38787084,K5III, 6.49
HIP 36917,113.8455718,-28.36927798,B8V, 4.65
HIP 111879,339.9338367,-28.3255604,K0/K1III, 6.30
HIP 62131,191.002293,-28.32386102,K3III, 5.46
HIP 109412,332.5005551,-28.29249314,A5V, 6.44
HIP 89620,274.3486034,-28.28860655,F8V, 6.36
HIP 51551,157.9530505,-28.23709212,F6/F7V, 6.04
HIP 11918,38.4613017,-28.2323401,B9V, 4.96
HIP 81266,248.9706642,-28.21596156,B0V, 2.82
HIP 76567,234.5658322,-28.20660943,K1III, 6.32
HIP 85084,260.8399621,-28.14276032,K4/K5III, 5.30
HIP 76470,234.2560775,-28.13507099,K3III, 3.60
HIP 117452,357.2311663,-28.1300148,A0V, 4.59
HIP 65969,202.8884144,-28.11274555,A1V, 6.48
HIP 14086,45.40604298,-28.09048221,G8/K0V, 5.88
HIP 114366,347.4359083,-28.08857609,K2III, 5.88
HIP 22192,71.60730189,-28.0874882,A2IV/V, 6.18
HIP 54477,167.183532,-28.08061647,A1V, 5.43
HIP 87836,269.174246,-28.0653494,A7III/IV, 5.76
HIP 77235,236.5537245,-28.06142741,F0V, 6.49
HIP 73566,225.5265792,-28.06052808,A4IV, 5.83
HIP 76259,233.6554561,-28.04690734,K2/K3III, 5.13
HIP 761,2.3375862,-27.9879039,F3V, 5.42
HIP 72571,222.5727779,-27.96021925,K3III, 4.42
HIP 17007,54.69857269,-27.94311708,A0V, 6.01
HIP 13202,42.47562958,-27.94203549,A1V, 5.39
HIP 33856,105.4297988,-27.93484165,K4III, 3.49
HIP 79404,243.0758822,-27.92631564,B2V, 4.58
HIP 103168,313.5274021,-27.92519765,M1III, 6.41
HIP 86725,265.8237743,-27.88397195,F0III/IV, 6.40
HIP 35205,109.1458393,-27.88127313,M2III, 4.66
HIP 26412,84.31872154,-27.87119898,F0IV, 6.15
HIP 95408,291.1257196,-27.86590574,B2Vnn, 6.03
HIP 35848,110.8707289,-27.83428348,K4III, 5.37
HIP 14551,46.96168705,-27.8311011,A3V, 6.18
HIP 87072,266.8901128,-27.83076255,F7II, 4.53
HIP 930,2.8934043,-27.7997782,K2III, 5.41
HIP 4363,13.98137347,-27.77582706,M1/M2III, 6.11
HIP 31037,97.69288857,-27.7695891,B3IV/V, 5.92
HIP 47758,146.0505426,-27.76956287,A7V+..., 4.78
HIP 109789,333.578068,-27.76691218,B7V, 5.45
HIP 84175,258.1044467,-27.76200634,B9Vn..., 6.12
HIP 70306,215.7746157,-27.75373395,K3III, 4.78
HIP 60603,186.3267051,-27.74899915,K3III, 6.09
HIP 103902,315.7923579,-27.73150578,K0III, 6.25
HIP 43409,132.6333805,-27.71005869,K3III, 4.02
HIP 98688,300.6644137,-27.70987972,M4III, 4.43
HIP 43825,133.8813149,-27.68162589,A3IV, 4.87
HIP 93864,286.7351763,-27.66981416,K1/K2III, 3.32
HIP 73284,224.6636918,-27.65729301,A6IV, 5.65
HIP 19095,61.40543294,-27.65203636,F0IV/V, 5.59
HIP 104750,318.3219468,-27.61905854,K3III, 5.41
HIP 62500,192.1098276,-27.59723017,G8III, 5.65
HIP 33492,104.4276527,-27.53752364,B2/B3V, 6.22
HIP 34624,107.5805277,-27.4915246,G8III, 5.46
HIP 48776,149.2255828,-27.47521203,A4V, 6.32
HIP 68581,210.5950115,-27.42976294,K2/K3III, 5.47
HIP 51979,159.3074949,-27.41268661,M1III, 4.87
HIP 24831,79.84869643,-27.3688642,A0V, 5.98
HIP 34924,108.4018809,-27.35637407,B2II, 6.12
HIP 8233,26.50414338,-27.34872151,F2V, 6.38
HIP 32322,101.2164835,-27.34238072,F7V, 6.43
HIP 77900,238.6254905,-27.33857445,B7V, 6.15
HIP 48468,148.2425434,-27.33240371,G1V, 6.28
HIP 16029,51.59383221,-27.3176091,K0III, 5.93
HIP 54204,166.3334693,-27.29359566,F3IV/V, 4.92
HIP 54255,166.4897808,-27.28781183,B8V, 5.69
HIP 57749,177.655153,-27.27795367,G8III, 6.48
HIP 69415,213.1918047,-27.26110002,K2III, 5.07
HIP 98162,299.2367704,-27.1698625,K3III, 4.54
HIP 33532,104.5314799,-27.16439185,B2V, 6.36
HIP 29294,92.64452684,-27.15420421,K1III, 5.72
HIP 69977,214.7798868,-27.14115459,K5III, 6.35
HIP 61621,189.425944,-27.13865883,F0V, 5.41
HIP 111045,337.4414205,-27.10723481,F0V, 5.95
HIP 42071,128.6238669,-27.09819859,K3III, 6.40
HIP 111954,340.1638565,-27.0436148,B8V, 4.18
HIP 117860,358.5891199,-27.04290947,A2V+..., 6.34
HIP 89678,274.5132831,-27.04263452,K3III, 4.66
HIP 35044,108.7132841,-27.03792355,K3III, 5.58
HIP 99825,303.8190747,-27.03253576,K3V, 5.73
HIP 50066,153.3311763,-27.02897817,A9m..., 6.23
HIP 36848,113.6451063,-27.01244868,K1III, 5.78
HIP 92041,281.4139708,-26.9907794,B8.5III, 3.17
HIP 115312,350.3146291,-26.98674162,G5IV, 5.65
HIP 95865,292.467385,-26.9855106,K1/K2III, 5.46
HIP 87163,267.1159873,-26.97493164,B3Vn, 6.31
HIP 35611,110.2288294,-26.9638516,B3V, 6.00
HIP 33040,103.2512766,-26.95747344,M6III, 6.33
HIP 24505,78.85152247,-26.94343723,B9V, 5.06
HIP 102978,312.9554008,-26.91912642,K4III, 4.12
HIP 103777,315.4386237,-26.88093351,A3V, 6.04
HIP 70538,216.4490512,-26.85210525,K0III, 6.48
HIP 42147,128.8696745,-26.84353277,A1V+..., 5.95
HIP 36264,112.0080058,-26.838996,K4III, 6.26
HIP 53963,165.6017042,-26.83120466,A9III/IV, 6.21
HIP 108975,331.1531618,-26.8223356,B3V (+B), 5.97
HIP 54703,167.991074,-26.80615228,K0III, 6.43
HIP 37229,114.7078387,-26.8038924,B5IV, 3.80
HIP 35326,109.4500535,-26.79755949,B5Vn, 6.45
HIP 35037,108.7027568,-26.77268601,B2IV/Ve, 4.01
HIP 44887,137.1815057,-26.76762631,A4IV, 6.15
HIP 90510,277.0257161,-26.75715814,A3/A4V, 6.28
HIP 57613,177.1879392,-26.74975369,M4III, 5.10
HIP 56293,173.0972392,-26.74685306,M2III, 6.15
HIP 62788,192.9915301,-26.7383519,A0III, 6.14
HIP 25180,80.79991836,-26.70548911,F6V, 6.49
HIP 29233,92.44648871,-26.70111783,G8/K0III, 6.27
HIP 68895,211.5927873,-26.68201883,K2III, 3.25
HIP 51885,159.0187766,-26.67528564,F5V, 6.29
HIP 44290,135.2975114,-26.66358657,K1IIICN..., 6.20
HIP 92635,283.1179873,-26.65062176,G8/K0III, 6.28
HIP 72378,221.989852,-26.64613329,B9.5V, 5.76
HIP 90478,276.932336,-26.63475516,A7V, 6.31
HIP 118076,359.2838462,-26.62349762,K3III, 6.26
HIP 69458,213.3051993,-26.61226602,K0III, 6.23
HIP 15585,50.18823634,-26.60656152,F7V, 6.40
HIP 84405,258.838697,-26.60004896,K2:III:, 4.33
HIP 46578,142.4771614,-26.58961727,K2IIICNII, 5.49
HIP 35427,109.713663,-26.58587077,G2II, 5.29
HIP 64375,197.9135187,-26.55172563,A5V, 6.49
HIP 48763,149.1953862,-26.54974395,A4V, 6.27
HIP 84478,259.0569809,-26.54341625,K5V, 6.33
HIP 80910,247.8452878,-26.53755183,K1III, 6.07
HIP 83740,256.7217787,-26.51299082,B8/B9II, 6.26
HIP 66400,204.2021221,-26.49523551,A7V+..., 5.73
HIP 29347,92.80690013,-26.4821137,B9.5IV/V, 6.08
HIP 80763,247.351948,-26.43194608,M1Ib + B2.5V, 1.06
HIP 65682,202.007846,-26.40222506,K5III, 6.49
HIP 34444,107.0978585,-26.39320776,F8Ia, 1.83
HIP 34981,108.5634018,-26.35251617,B3III, 4.42
HIP 37590,115.7006433,-26.35125398,K1III, 5.64
HIP 41074,125.7080817,-26.34823475,F2Iab, 5.88
HIP 74239,227.5777162,-26.3326008,K0III, 5.75
HIP 109667,333.2395865,-26.32772421,A3V, 6.19
HIP 79050,242.0313373,-26.32666483,M2III, 5.35
HIP 98066,298.959271,-26.29968718,G3/G5III, 4.70
HIP 92855,283.8163196,-26.29659428,B2.5V, 2.05
HIP 103389,314.1969592,-26.29621951,F7V, 5.70
HIP 1099,3.4349148,-26.28498303,K4III, 6.14
HIP 28675,90.81483793,-26.28475048,K3II/IIICNv, 5.03
HIP 76503,234.3687751,-26.27980785,B9IV, 6.19
HIP 23430,75.54069171,-26.27484321,K1III, 5.01
HIP 85783,262.9348963,-26.26965423,B9II/III, 6.05
HIP 77984,238.8754276,-26.26592073,A3V, 5.63
HIP 42334,129.4673684,-26.25497008,A0V, 5.24
HIP 117107,356.1212438,-26.24658154,F3/F5V, 6.23
HIP 7016,22.5953198,-26.20785462,K2III, 5.92
HIP 98353,299.7382347,-26.19582739,G8II/III, 4.84
HIP 74539,228.4721739,-26.19355939,G8/K0II, 5.84
HIP 106654,324.0454333,-26.17145712,A7/A8IV, 5.73
HIP 23668,76.31745462,-26.15223983,K2III, 5.71
HIP 67143,206.403907,-26.11598461,A0V, 5.81
HIP 78265,239.7130028,-26.1140428,B1V + B2V, 2.89
HIP 15125,48.75115546,-26.10040647,A1V, 6.25
HIP 72357,221.9365883,-26.0874799,G8/K0III, 5.23
HIP 111138,337.7239461,-26.07356883,K1III, 6.43
HIP 1096,3.42591849,-26.02215399,K5III, 5.94
HIP 102094,310.3510666,-25.99985039,K2III, 6.29
HIP 68224,209.4952397,-25.99808989,K1III, 6.42
HIP 45902,140.3733284,-25.96541642,M0III, 4.71
HIP 10798,34.74435827,-25.94676773,G8V, 6.33
HIP 85391,261.7304325,-25.94339733,B9.5/A0V, 6.42
HIP 34798,108.0509095,-25.94260947,B2IV/V, 5.91
HIP 38070,117.0215621,-25.93718054,B1IV:nne, 4.40
HIP 48559,148.5518273,-25.93248205,K2III, 4.87
HIP 112567,341.9838858,-25.91174758,G8III, 6.31
HIP 24114,77.68580376,-25.91052699,K1III/IV, 6.40
HIP 58436,179.7266348,-25.90880286,A1IV/V, 6.42
HIP 94434,288.306957,-25.90676384,K2III, 5.79
HIP 109990,334.1559968,-25.89813249,K1II/III, 6.14
HIP 35626,110.2680851,-25.89167605,M3III, 5.87
HIP 78650,240.8361124,-25.86514891,K3III, 4.96
HIP 44824,137.0119052,-25.85853691,K4/K5III, 4.62
HIP 30711,96.79782098,-25.85597162,F8/G0V, 6.05
HIP 11212,36.08373505,-25.84749833,K3III, 6.45
HIP 69965,214.7546918,-25.81631724,F7Vw, 5.87
HIP 102772,312.3233561,-25.78119469,B8II, 5.86
HIP 32827,102.6540077,-25.77840876,B2III/IV, 6.32
HIP 77635,237.7448068,-25.75123489,B1.5Vn, 4.63
HIP 20347,65.38038046,-25.72845717,F2V, 6.08
HIP 58082,178.6771157,-25.71406632,G8III, 5.26
HIP 39514,121.1360379,-25.69969807,K5/M0III, 6.35
HIP 113593,345.1024207,-25.62674394,K1III, 6.30
HIP 72323,221.8439999,-25.62423321,B9IV/V, 5.61
HIP 6971,22.42829333,-25.61778011,K1III, 6.37
HIP 16449,52.9733836,-25.61411273,A3IV/V, 6.38
HIP 80112,245.2971772,-25.59275259,B1III, 2.90
HIP 15700,50.5678437,-25.58780402,A1V, 6.36
HIP 16697,53.71821945,-25.58290648,K0III, 6.48
HIP 30436,95.98297443,-25.57752992,K5III, 5.61
HIP 2159,6.81119663,-25.54713325,K0III, 5.99
HIP 67071,206.1904258,-25.50087935,K3III, 6.21
HIP 79622,243.7226511,-25.47692204,B8V, 6.06
HIP 72197,221.5007408,-25.44291557,F0V + G/K, 5.15
HIP 90496,276.9927896,-25.42124732,K1IIIb, 2.82
HIP 28520,90.304605,-25.41771238,A0V, 6.04
HIP 33575,104.6495975,-25.41416976,B2V, 5.59
HIP 43002,131.4554139,-25.38810636,A3IV/V, 6.07
HIP 37173,114.5751975,-25.36478805,B8IV, 4.69
HIP 117510,357.4567054,-25.3312897,A3V, 6.44
HIP 77840,238.403035,-25.32708018,B2.5Vn, 4.59
HIP 74500,228.3705212,-25.30916439,G5V, 6.47
HIP 47187,144.2510319,-25.29684739,K0III, 5.68
HIP 73714,226.0177579,-25.28185602,M3/M4III, 3.25
HIP 13942,44.90027293,-25.27433851,F3V, 5.69
HIP 102485,311.5240255,-25.27051682,F5V, 4.13
HIP 94643,288.8849882,-25.25660677,K0/K1III+.., 4.86
HIP 77909,238.6647418,-25.24367939,B8III/IV, 5.87
HIP 34579,107.4292808,-25.23104384,B2V, 5.69
HIP 36024,111.355306,-25.2177645,B5III, 5.79
HIP 33804,105.2747885,-25.21564581,B2/B3III/IV, 5.64
HIP 105646,320.9827439,-25.20242815,K1III, 6.47
HIP 109737,333.4349474,-25.18092537,F7II, 5.58
HIP 113562,345.0240254,-25.16398677,K0IICNIII, 5.66
HIP 80815,247.5519913,-25.11515935,B3V, 4.79
HIP 101808,309.4674204,-25.10918309,A9V, 6.38
HIP 3056,9.70310992,-25.10776606,K4III, 6.43
HIP 83176,254.9904329,-25.09216189,M1/M2III, 5.88
HIP 8209,26.41106016,-25.05243403,F2IV, 5.29
HIP 91974,281.2066798,-25.01086335,B8III, 5.82
HIP 68390,210.0010255,-25.01017978,F6V, 5.77
HIP 104234,316.7820227,-25.00574796,K5/M0III, 4.49
HIP 84970,260.5024337,-24.99948797,B2IV, 3.27
HIP 71974,220.8065235,-24.99773099,B9.5V, 5.70
HIP 83196,255.0394938,-24.98893659,F3V, 5.74
HIP 68269,209.6299087,-24.97217754,B8V, 5.20
HIP 34318,106.7186822,-24.96058078,K2III, 6.09
HIP 35415,109.6770328,-24.95438447,O9Ib, 4.37
HIP 101384,308.2181372,-24.94372528,A0V, 6.35
HIP 93315,285.1032447,-24.9422712,K0III, 6.35
HIP 89980,275.380684,-24.91527108,M3III, 6.19
HIP 38146,117.2570691,-24.91224336,G2, 5.32
HIP 84947,260.423262,-24.90600939,K3III, 6.36
HIP 20465,65.77358735,-24.89211883,K5III, 5.81
HIP 87706,268.7251777,-24.88708859,O7/O8, 6.18
HIP 96465,294.1766211,-24.88356664,B8/B9V, 4.59
HIP 38170,117.3235781,-24.85978401,G6Ia, 3.34
HIP 62448,191.9736356,-24.85174736,B8V, 6.43
HIP 93498,285.6153787,-24.84639516,K2III, 5.63
HIP 60425,185.8399991,-24.84062116,K1III, 5.66
HIP 78246,239.6453097,-24.83142974,B5V, 5.43
HIP 70469,216.2027525,-24.80626639,K0III, 5.34
HIP 4164,13.30164021,-24.77697293,F3V, 6.44
HIP 25045,80.44278196,-24.77294996,A2/A3, 5.06
HIP 2941,9.33244613,-24.76722545,K1V+..., 5.57
HIP 110529,335.8782743,-24.76265507,K0IIICN..., 5.53
HIP 118029,359.1247655,-24.73724204,G8III/IV, 6.31
HIP 59199,182.1031361,-24.72877993,F0IV/V, 4.02
HIP 78699,240.977941,-24.72632678,K2/K3III, 6.22
HIP 56830,174.7517593,-24.72050905,G6/G8V, 6.40
HIP 96406,294.0068727,-24.71901737,A1m..., 5.64
HIP 36721,113.2907401,-24.71078019,A3III, 5.84
HIP 37751,116.1423861,-24.67409186,B2II, 5.62
HIP 93993,287.0606619,-24.65734762,B9.5V, 6.30
HIP 72929,223.583901,-24.64213517,K2/K3III, 5.27
HIP 33478,104.3915376,-24.63105594,F3V, 5.45
HIP 18216,58.42784574,-24.61221253,B5V, 4.64
HIP 41949,128.2701905,-24.60689225,F2IV/V, 6.19
HIP 106363,323.13841,-24.59043287,A7V, 6.43
HIP 13197,42.46247539,-24.55999911,K0III, 6.14
HIP 35412,109.6682534,-24.55870761,O7f, 4.88
HIP 33126,103.4810651,-24.53875948,A0V, 6.23
HIP 77858,238.47468,-24.53309547,B5V, 5.38
HIP 38316,117.7503418,-24.52848631,B9.5V, 6.43
HIP 95477,291.3185443,-24.50844892,A4IV/V, 5.02
HIP 76143,233.2897269,-24.49034196,A3/5V +A9/F2, 6.26
HIP 21743,70.02852595,-24.48241131,G6/G8III, 5.56
HIP 81728,250.4008905,-24.4679393,A7III, 6.07
HIP 56078,172.4110327,-24.46405831,A0V, 5.77
HIP 79031,241.9662296,-24.46229118,B8IV/V, 6.32
HIP 79530,243.4396004,-24.42204574,B6IV, 6.40
HIP 67620,207.8362506,-24.38977243,G5V, 6.43
HIP 23554,75.97189741,-24.38805735,A2IV, 5.61
HIP 69398,213.1023084,-24.36333964,K2III, 6.35
HIP 88469,270.9685186,-24.36072589,O6, 5.89
HIP 10069,32.39508853,-24.34568294,F0IV/V, 6.48
HIP 39757,121.886259,-24.30443677,F2mF5IIp, 2.83
HIP 84626,259.5029865,-24.28688289,K:..., 5.14
HIP 49339,151.0875696,-24.28559599,F0V, 5.70
HIP 88380,270.7129078,-24.28242475,F2/F3II/III, 5.37
HIP 72488,222.3281598,-24.25146951,K3III+..., 5.68
HIP 85242,261.275942,-24.24371231,K0III, 6.17
HIP 117797,358.3367157,-24.22922404,A5V, 6.23
HIP 33152,103.5331452,-24.18422296,K3Iab, 3.89
HIP 94645,288.8881433,-24.17910471,F8V, 6.25
HIP 85340,261.5925724,-24.17502346,A3IV:m, 4.16
HIP 80079,245.1590976,-24.16928427,A4II/III, 4.55
HIP 253,0.78257245,-24.14513788,K1III, 6.46
HIP 3834,12.3079102,-24.13652681,K0III, 5.90
HIP 15479,49.89542972,-24.1228468,M1III, 5.63
HIP 20765,66.73722642,-24.0812884,A3V, 6.11
HIP 32744,102.4333394,-24.07603332,A0/A1V, 6.31
HIP 41260,126.2656574,-24.04626227,K4/K5III, 5.32
HIP 21324,68.65888456,-24.04054358,K1III, 6.37
HIP 91004,278.4728657,-24.03226534,K3III, 5.49
HIP 18673,59.98115045,-24.01625677,Ap Si, 4.62
HIP 74490,228.3226083,-24.00827351,B8III, 6.47
HIP 4104,13.16917061,-24.00592567,K1III, 5.47
HIP 5259,16.80364889,-23.99625645,A3III, 6.36
HIP 5170,16.5322074,-23.99236906,K1III, 6.12
HIP 111515,338.9014968,-23.99107868,K1III, 5.97
HIP 77859,238.4828004,-23.97803598,B2V, 5.41
HIP 85755,262.8539619,-23.96258036,A0V, 4.78
HIP 95503,291.3736312,-23.96242415,K3III, 5.45
HIP 48943,149.77633,-23.95078326,B5V, 6.11
HIP 97944,298.5742661,-23.9400745,K3/K4V, 6.22
HIP 47592,145.5611314,-23.91620867,G0V, 4.93
HIP 9562,30.71567005,-23.88655058,K2III, 6.30
HIP 17717,56.91508473,-23.87479582,A1V, 5.24
HIP 29568,93.43885743,-23.86220749,G5V, 6.37
HIP 13782,44.34875521,-23.8620767,A5IV/V, 5.44
HIP 34360,106.8441212,-23.84073435,B2V:nn, 5.75
HIP 91689,280.4650429,-23.83335457,A3m..., 6.22
HIP 33977,105.7561399,-23.83330131,B3Ia, 3.02
HIP 43853,133.9830564,-23.8184137,A4V, 6.39
HIP 76742,235.0704389,-23.81805841,K3III, 4.97
HIP 11072,35.6350873,-23.81631542,G2V, 5.19
HIP 88116,269.9481531,-23.81601126,B9V, 4.74
HIP 50142,153.5374014,-23.81397243,M1III, 6.36
HIP 3185,10.13501584,-23.80399309,G3/G5V, 6.14
HIP 2381,7.59446346,-23.78771429,A3V, 5.17
HIP 103071,313.2545911,-23.78305045,K0III, 6.32
HIP 37089,114.3205548,-23.77541233,F0Ib, 6.34
HIP 101997,310.0476522,-23.77498736,G8/K0V, 6.36
HIP 51718,158.5037131,-23.74521609,K5III, 5.08
HIP 114119,346.6700303,-23.7431168,G8III, 4.48
HIP 35132,108.9471038,-23.74031161,A0V, 6.34
HIP 14757,47.64729714,-23.73862338,K0III, 6.37
HIP 50728,155.3695664,-23.71087724,A4IV/V, 6.47
HIP 89153,272.9305333,-23.70116777,K0III, 4.96
HIP 7363,23.71481184,-23.69971287,K2III, 6.41
HIP 61015,187.5727578,-23.69642033,M0III, 5.63
HIP 31859,99.90092445,-23.69564336,A0V, 6.05
HIP 79098,242.1821966,-23.68535317,B9V, 5.86
HIP 110746,336.5445663,-23.68244261,A0V, 6.29
HIP 109375,332.3705752,-23.65911659,G8III, 6.36
HIP 30141,95.14654493,-23.63780374,K0III, 6.49
HIP 15643,50.35010618,-23.63508924,G8III, 5.50
HIP 14146,45.59830468,-23.62433613,A4V, 4.08
HIP 78877,241.5266009,-23.60624433,B8V, 5.90
HIP 13835,44.52369967,-23.60613828,K2III, 5.82
HIP 59394,182.7661714,-23.60237239,A1V, 5.45
HIP 47522,145.3209415,-23.59152139,B5V, 4.76
HIP 31736,99.59545789,-23.58030165,A2V, 6.48
HIP 91405,279.6279811,-23.5048456,B8III, 5.78
HIP 36817,113.5778075,-23.47366319,F6V, 5.06
HIP 32368,101.3474052,-23.46248865,K2III, 6.04
HIP 106590,323.8162797,-23.45427827,K1III, 6.39
HIP 80473,246.3963381,-23.44711764,B2V, 4.57
HIP 96760,295.0297789,-23.42905463,K0III, 5.97
HIP 96729,294.9560646,-23.42761,A0V, 6.33
HIP 31125,97.96403433,-23.41843727,B1III, 4.34
HIP 61359,188.5968086,-23.39662306,G5II, 2.65
HIP 3858,12.38932382,-23.36210931,A3IV, 6.27
HIP 46569,142.4578186,-23.3453398,K2/K3III, 6.26
HIP 35210,109.153487,-23.31560155,K4III, 4.83
